date,displacement
2016-11-10,961.5720082726486
2016-11-11,961.6269683954299
2016-11-12,961.6818970206094
2016-11-13,961.7368786922816
2016-11-14,961.7919979545405
2016-11-15,961.8473393514804
2016-11-16,961.9029874271954
2016-11-17,961.9590267257798
2016-11-18,962.0155417913278
2016-11-19,962.0726171679335
2016-11-20,962.1303373996914
2016-11-21,962.1887870306952
2016-11-22,962.2480506050396
2016-11-23,962.3082126668185
2016-11-24,962.369357760126
2016-11-25,962.4315704290569
2016-11-26,962.4949352177048
2016-11-27,962.5595366701642
2016-11-28,962.6254593305291
2016-11-29,962.6927877428939
2016-11-30,962.7616064513527
2016-12-01,962.8319999999998
2016-12-02,962.9039973928897
2016-12-03,962.9774054739187
2016-12-04,963.0519755469434
2016-12-05,963.1274589158206
2016-12-06,963.2036068844069
2016-12-07,963.2801707565591
2016-12-08,963.3569018361335
2016-12-09,963.4335514269873
2016-12-10,963.5098708329767
2016-12-11,963.5856113579587
2016-12-12,963.6605243057897
2016-12-13,963.7343609803265
2016-12-14,963.8068726854259
2016-12-15,963.8778107249443
2016-12-16,963.9469264027387
2016-12-17,964.0139710226654
2016-12-18,964.0786958885813
2016-12-19,964.140852304343
2016-12-20,964.2001915738073
2016-12-21,964.2564650008308
2016-12-22,964.3094238892697
2016-12-23,964.3588195429816
2016-12-24,964.4044032658225
2016-12-25,964.4459263616492
2016-12-26,964.4831401343184
2016-12-27,964.5157958876867
2016-12-28,964.543644925611
2016-12-29,964.5664385519477
2016-12-30,964.5839280705537
2016-12-31,964.5958647852854
2017-01-01,964.6019999999997
2017-01-02,964.6022801861714
2017-01-03,964.5974324857474
2017-01-04,964.588379208293
2017-01-05,964.5760426633735
2017-01-06,964.561345160554
2017-01-07,964.5452090093997
2017-01-08,964.528556519476
2017-01-09,964.512310000348
2017-01-10,964.4973917615807
2017-01-11,964.4847241127397
2017-01-12,964.4752293633899
2017-01-13,964.4698298230967
2017-01-14,964.4694478014253
2017-01-15,964.4750056079407
2017-01-16,964.4874255522083
2017-01-17,964.5076299437934
2017-01-18,964.5365410922611
2017-01-19,964.5750813071766
2017-01-20,964.6241728981049
2017-01-21,964.6847381746118
2017-01-22,964.7576994462618
2017-01-23,964.8439790226206
2017-01-24,964.9444992132534
2017-01-25,965.0601823277251
2017-01-26,965.1919506756011
2017-01-27,965.3407265664467
2017-01-28,965.507432309827
2017-01-29,965.6929902153073
2017-01-30,965.8983225924527
2017-01-31,966.1243517508283
2017-02-01,966.3719999999997
2017-02-02,966.6418677314678
2017-02-03,966.9332676644779
2017-02-04,967.2451906002109
2017-02-05,967.5766273398481
2017-02-06,967.9265686845706
2017-02-07,968.2940054355596
2017-02-08,968.677928393996
2017-02-09,969.0773283610615
2017-02-10,969.4911961379364
2017-02-11,969.9185225258025
2017-02-12,970.3582983258406
2017-02-13,970.8095143392319
2017-02-14,971.2711613671577
2017-02-15,971.7422302107988
2017-02-16,972.2217116713365
2017-02-17,972.708596549952
2017-02-18,973.2018756478263
2017-02-19,973.7005397661409
2017-02-20,974.2035797060762
2017-02-21,974.709986268814
2017-02-22,975.218750255535
2017-02-23,975.7288624674209
2017-02-24,976.2393137056522
2017-02-25,976.7490947714102
2017-02-26,977.2571964658763
2017-02-27,977.7626095902312
2017-02-28,978.2643249456565
2017-03-01,978.761333333333
2017-03-02,979.2527874462239
2017-03-03,979.7384875444195
2017-03-04,980.2183957797929
2017-03-05,980.6924743042161
2017-03-06,981.1606852695617
2017-03-07,981.6229908277023
2017-03-08,982.0793531305104
2017-03-09,982.5297343298585
2017-03-10,982.9740965776191
2017-03-11,983.4124020256646
2017-03-12,983.8446128258676
2017-03-13,984.2706911301007
2017-03-14,984.6905990902364
2017-03-15,985.1042988581469
2017-03-16,985.511752585705
2017-03-17,985.9129224247833
2017-03-18,986.307770527254
2017-03-19,986.6962590449899
2017-03-20,987.0783501298633
2017-03-21,987.4540059337467
2017-03-22,987.8231886085127
2017-03-23,988.1858603060338
2017-03-24,988.5419831781825
2017-03-25,988.8915193768313
2017-03-26,989.2344310538527
2017-03-27,989.5706803611192
2017-03-28,989.9002294505033
2017-03-29,990.2230404738776
2017-03-30,990.5390755831145
2017-03-31,990.8482969300866
2017-04-01,991.1506666666663
2017-04-02,991.4463947953477
2017-04-03,991.7366827211109
2017-04-04,992.0229796995571
2017-04-05,992.3067349862885
2017-04-06,992.5893978369062
2017-04-07,992.8724175070117
2017-04-08,993.157243252207
2017-04-09,993.4453243280931
2017-04-10,993.7381099902719
2017-04-11,994.0370494943451
2017-04-12,994.343592095914
2017-04-13,994.6591870505804
2017-04-14,994.9852836139453
2017-04-15,995.323331041611
2017-04-16,995.6747785891787
2017-04-17,996.04107551225
2017-04-18,996.4236710664264
2017-04-19,996.8240145073095
2017-04-20,997.2435550905009
2017-04-21,997.6837420716022
2017-04-22,998.1460247062148
2017-04-23,998.6318522499405
2017-04-24,999.1426739583806
2017-04-25,999.6799390871369
2017-04-26,1000.245096891811
2017-04-27,1000.839596628004
2017-04-28,1001.464887551318
2017-04-29,1002.122418917354
2017-04-30,1002.813639981714
2017-05-01,1003.54
2017-05-02,1004.30247079435
2017-05-03,1005.100114453055
2017-05-04,1005.931515630942
2017-05-05,1006.795258982839
2017-05-06,1007.689929163574
2017-05-07,1008.614110827974
2017-05-08,1009.566388630867
2017-05-09,1010.54534722708
2017-05-10,1011.549571271441
2017-05-11,1012.577645418779
2017-05-12,1013.628154323919
2017-05-13,1014.699682641691
2017-05-14,1015.790815026921
2017-05-15,1016.900136134438
2017-05-16,1018.026230619068
2017-05-17,1019.16768313564
2017-05-18,1020.323078338981
2017-05-19,1021.491000883919
2017-05-20,1022.670035425282
2017-05-21,1023.858766617896
2017-05-22,1025.05577911659
2017-05-23,1026.259657576192
2017-05-24,1027.468986651529
2017-05-25,1028.682350997428
2017-05-26,1029.898335268718
2017-05-27,1031.115524120225
2017-05-28,1032.332502206779
2017-05-29,1033.547854183205
2017-05-30,1034.760164704332
2017-05-31,1035.968018424988
2017-06-01,1037.17
2017-06-02,1038.364965240215
2017-06-03,1039.552854580559
2017-06-04,1040.733879611977
2017-06-05,1041.908251925414
2017-06-06,1043.076183111816
2017-06-07,1044.237884762128
2017-06-08,1045.393568467294
2017-06-09,1046.543445818261
2017-06-10,1047.687728405972
2017-06-11,1048.826627821374
2017-06-12,1049.960355655412
2017-06-13,1051.089123499031
2017-06-14,1052.213142943175
2017-06-15,1053.332625578791
2017-06-16,1054.447782996823
2017-06-17,1055.558826788217
2017-06-18,1056.665968543918
2017-06-19,1057.76941985487
2017-06-20,1058.86939231202
2017-06-21,1059.966097506312
2017-06-22,1061.059747028691
2017-06-23,1062.150552470103
2017-06-24,1063.238725421493
2017-06-25,1064.324477473806
2017-06-26,1065.408020217988
2017-06-27,1066.489565244982
2017-06-28,1067.569324145736
2017-06-29,1068.647508511193
2017-06-30,1069.724329932299
2017-07-01,1070.8
2017-07-02,1071.87468054275
2017-07-03,1072.948334339044
2017-07-04,1074.020874404888
2017-07-05,1075.092213756287
2017-07-06,1076.162265409246
2017-07-07,1077.230942379771
2017-07-08,1078.298157683865
2017-07-09,1079.363824337535
2017-07-10,1080.427855356786
2017-07-11,1081.490163757623
2017-07-12,1082.550662556051
2017-07-13,1083.609264768075
2017-07-14,1084.6658834097
2017-07-15,1085.720431496931
2017-07-16,1086.772822045775
2017-07-17,1087.822968072235
2017-07-18,1088.870782592317
2017-07-19,1089.916178622027
2017-07-20,1090.959069177368
2017-07-21,1091.999367274348
2017-07-22,1093.036985928969
2017-07-23,1094.071838157239
2017-07-24,1095.103836975161
2017-07-25,1096.132895398742
2017-07-26,1097.158926443986
2017-07-27,1098.181843126898
2017-07-28,1099.201558463484
2017-07-29,1100.217985469748
2017-07-30,1101.231037161697
2017-07-31,1102.240626555335
2017-08-01,1103.246666666666
2017-08-02,1104.249187810611
2017-08-03,1105.248689497737
2017-08-04,1106.245788537528
2017-08-05,1107.241101739467
2017-08-06,1108.235245913035
2017-08-07,1109.228837867717
2017-08-08,1110.222494412994
2017-08-09,1111.21683235835
2017-08-10,1112.212468513266
2017-08-11,1113.210019687227
2017-08-12,1114.210102689713
2017-08-13,1115.213334330209
2017-08-14,1116.220331418196
2017-08-15,1117.231710763158
2017-08-16,1118.248089174577
2017-08-17,1119.270083461936
2017-08-18,1120.298310434717
2017-08-19,1121.333386902404
2017-08-20,1122.375929674478
2017-08-21,1123.426555560423
2017-08-22,1124.485881369722
2017-08-23,1125.554523911856
2017-08-24,1126.63309999631
2017-08-25,1127.722226432564
2017-08-26,1128.822520030103
2017-08-27,1129.934597598409
2017-08-28,1131.059075946964
2017-08-29,1132.196571885251
2017-08-30,1133.347702222753
2017-08-31,1134.513083768953
2017-09-01,1135.693333333333
2017-09-02,1136.888588694867
2017-09-03,1138.09707151049
2017-09-04,1139.316524406629
2017-09-05,1140.544690009711
2017-09-06,1141.779310946162
2017-09-07,1143.018129842409
2017-09-08,1144.258889324878
2017-09-09,1145.499332019995
2017-09-10,1146.737200554188
2017-09-11,1147.970237553882
2017-09-12,1149.196185645505
2017-09-13,1150.412787455483
2017-09-14,1151.617785610242
2017-09-15,1152.808922736209
2017-09-16,1153.98394145981
2017-09-17,1155.140584407472
2017-09-18,1156.276594205622
2017-09-19,1157.389713480686
2017-09-20,1158.47768485909
2017-09-21,1159.538250967261
2017-09-22,1160.569154431626
2017-09-23,1161.568137878611
2017-09-24,1162.532943934643
2017-09-25,1163.461315226148
2017-09-26,1164.350994379553
2017-09-27,1165.199724021283
2017-09-28,1166.005246777767
2017-09-29,1166.76530527543
2017-09-30,1167.477642140698
2017-10-01,1168.14
2017-10-02,1168.750856021183
2017-10-03,1169.311625537791
2017-10-04,1169.824458424789
2017-10-05,1170.291504557144
2017-10-06,1170.71491380982
2017-10-07,1171.096836057783
2017-10-08,1171.439421176
2017-10-09,1171.744819039435
2017-10-10,1172.015179523055
2017-10-11,1172.252652501826
2017-10-12,1172.459387850712
2017-10-13,1172.63753544468
2017-10-14,1172.789245158696
2017-10-15,1172.916666867725
2017-10-16,1173.021950446732
2017-10-17,1173.107245770684
2017-10-18,1173.174702714547
2017-10-19,1173.226471153285
2017-10-20,1173.264700961866
2017-10-21,1173.291542015253
2017-10-22,1173.309144188414
2017-10-23,1173.319657356314
2017-10-24,1173.325231393918
2017-10-25,1173.328016176192
2017-10-26,1173.330161578102
2017-10-27,1173.333817474614
2017-10-28,1173.341133740694
2017-10-29,1173.354260251306
2017-10-30,1173.375346881417
2017-10-31,1173.406543505994
2017-11-01,1173.45
2017-11-02,1173.507408537886
2017-11-03,1173.578630492037
2017-11-04,1173.663069534321
2017-11-05,1173.760129336609
2017-11-06,1173.869213570769
2017-11-07,1173.98972590867
2017-11-08,1174.121070022181
2017-11-09,1174.262649583171
2017-11-10,1174.413868263509
2017-11-11,1174.574129735063
2017-11-12,1174.742837669704
2017-11-13,1174.9193957393
2017-11-14,1175.10320761572
2017-11-15,1175.293676970833
2017-11-16,1175.490207476508
2017-11-17,1175.692202804614
2017-11-18,1175.89906662702
2017-11-19,1176.110202615595
2017-11-20,1176.325014442208
2017-11-21,1176.542905778728
2017-11-22,1176.763280297025
2017-11-23,1176.985541668966
2017-11-24,1177.209093566421
2017-11-25,1177.43333966126
2017-11-26,1177.65768362535
2017-11-27,1177.881529130562
2017-11-28,1178.104279848764
2017-11-29,1178.325339451825
2017-11-30,1178.544111611614
2017-12-01,1178.76
2017-12-02,1178.972519106779
2017-12-03,1179.181626693454
2017-12-04,1179.387391339455
2017-12-05,1179.589881624213
2017-12-06,1179.789166127158
2017-12-07,1179.985313427718
2017-12-08,1180.178392105325
2017-12-09,1180.368470739409
2017-12-10,1180.555617909399
2017-12-11,1180.739902194726
2017-12-12,1180.921392174819
2017-12-13,1181.10015642911
2017-12-14,1181.276263537027
2017-12-15,1181.449782078001
2017-12-16,1181.620780631463
2017-12-17,1181.789327776841
2017-12-18,1181.955492093566
2017-12-19,1182.119342161069
2017-12-20,1182.280946558778
2017-12-21,1182.440373866125
2017-12-22,1182.59769266254
2017-12-23,1182.752971527451
2017-12-24,1182.90627904029
2017-12-25,1183.057683780487
2017-12-26,1183.207254327471
2017-12-27,1183.355059260673
2017-12-28,1183.501167159523
2017-12-29,1183.64564660345
2017-12-30,1183.788566171886
2017-12-31,1183.929994444259
2018-01-01,1184.07
2018-01-02,1184.208665393426
2018-01-03,1184.3461290784
2018-01-04,1184.482543483673
2018-01-05,1184.618061037997
2018-01-06,1184.75283417012
2018-01-07,1184.887015308794
2018-01-08,1185.020756882769
2018-01-09,1185.154211320797
2018-01-10,1185.287531051626
2018-01-11,1185.420868504009
2018-01-12,1185.554376106695
2018-01-13,1185.688206288435
2018-01-14,1185.82251147798
2018-01-15,1185.95744410408
2018-01-16,1186.093156595486
2018-01-17,1186.229801380948
2018-01-18,1186.367530889217
2018-01-19,1186.506497549043
2018-01-20,1186.646853789177
2018-01-21,1186.788752038369
2018-01-22,1186.93234472537
2018-01-23,1187.077784278931
2018-01-24,1187.225223127802
2018-01-25,1187.374813700734
2018-01-26,1187.526708426477
2018-01-27,1187.681059733781
2018-01-28,1187.838020051398
2018-01-29,1187.997741808078
2018-01-30,1188.160377432571
2018-01-31,1188.326079353628
2018-02-01,1188.495
2018-02-02,1188.667190195056
2018-02-03,1188.842294340648
2018-02-04,1189.019855233245
2018-02-05,1189.199415669317
2018-02-06,1189.380518445335
2018-02-07,1189.562706357769
2018-02-08,1189.745522203089
2018-02-09,1189.928508777764
2018-02-10,1190.111208878265
2018-02-11,1190.293165301062
2018-02-12,1190.473920842626
2018-02-13,1190.653018299426
2018-02-14,1190.830000467933
2018-02-15,1191.004410144616
2018-02-16,1191.175790125946
2018-02-17,1191.343683208393
2018-02-18,1191.507632188427
2018-02-19,1191.667179862518
2018-02-20,1191.821869027137
2018-02-21,1191.971242478753
2018-02-22,1192.114843013836
2018-02-23,1192.252213428857
2018-02-24,1192.382896520286
2018-02-25,1192.506435084592
2018-02-26,1192.622371918247
2018-02-27,1192.73024981772
2018-02-28,1192.829611579481
2018-03-01,1192.92
2018-03-02,1193.001099302309
2018-03-03,1193.073159415683
2018-03-04,1193.136571695957
2018-03-05,1193.191727498968
2018-03-06,1193.239018180552
2018-03-07,1193.278835096545
2018-03-08,1193.311569602784
2018-03-09,1193.337613055103
2018-03-10,1193.357356809341
2018-03-11,1193.371192221332
2018-03-12,1193.379510646913
2018-03-13,1193.382703441919
2018-03-14,1193.381161962188
2018-03-15,1193.375277563554
2018-03-16,1193.365441601855
2018-03-17,1193.352045432927
2018-03-18,1193.335480412604
2018-03-19,1193.316137896725
2018-03-20,1193.294409241124
2018-03-21,1193.270685801637
2018-03-22,1193.245358934102
2018-03-23,1193.218819994354
2018-03-24,1193.191460338229
2018-03-25,1193.163671321564
2018-03-26,1193.135844300193
2018-03-27,1193.108370629955
2018-03-28,1193.081641666684
2018-03-29,1193.056048766217
2018-03-30,1193.03198328439
2018-03-31,1193.009836577039
2018-04-01,1192.99
2018-04-02,1192.972777863249
2018-04-03,1192.95812629332
2018-04-04,1192.945914370887
2018-04-05,1192.936011176623
2018-04-06,1192.928285791201
2018-04-07,1192.922607295297
2018-04-08,1192.918844769582
2018-04-09,1192.916867294731
2018-04-10,1192.916543951418
2018-04-11,1192.917743820315
2018-04-12,1192.920335982098
2018-04-13,1192.924189517438
2018-04-14,1192.929173507011
2018-04-15,1192.93515703149
2018-04-16,1192.942009171547
2018-04-17,1192.949599007858
2018-04-18,1192.957795621095
2018-04-19,1192.966468091932
2018-04-20,1192.975485501043
2018-04-21,1192.984716929102
2018-04-22,1192.994031456782
2018-04-23,1193.003298164756
2018-04-24,1193.012386133699
2018-04-25,1193.021164444284
2018-04-26,1193.029502177185
2018-04-27,1193.037268413075
2018-04-28,1193.044332232627
2018-04-29,1193.050562716517
2018-04-30,1193.055828945416
2018-05-01,1193.06
2018-05-02,1193.062985181129
2018-05-03,1193.064854670415
2018-05-04,1193.06571886966
2018-05-05,1193.065688180662
2018-05-06,1193.064873005222
2018-05-07,1193.063383745141
2018-05-08,1193.061330802218
2018-05-09,1193.058824578254
2018-05-10,1193.055975475048
2018-05-11,1193.052893894402
2018-05-12,1193.049690238114
2018-05-13,1193.046474907986
2018-05-14,1193.043358305817
2018-05-15,1193.040450833407
2018-05-16,1193.037862892557
2018-05-17,1193.035704885067
2018-05-18,1193.034087212737
2018-05-19,1193.033120277368
2018-05-20,1193.032914480758
2018-05-21,1193.033580224708
2018-05-22,1193.03522791102
2018-05-23,1193.037967941492
2018-05-24,1193.041910717925
2018-05-25,1193.047166642119
2018-05-26,1193.053846115874
2018-05-27,1193.062059540991
2018-05-28,1193.071917319269
2018-05-29,1193.083529852509
2018-05-30,1193.097007542511
2018-05-31,1193.112460791074
2018-06-01,1193.13
2018-06-02,1193.149703580689
2018-06-03,1193.171521982949
2018-06-04,1193.195373666186
2018-06-05,1193.22117708981
2018-06-06,1193.248850713228
2018-06-07,1193.278312995848
2018-06-08,1193.309482397078
2018-06-09,1193.342277376326
2018-06-10,1193.376616392999
2018-06-11,1193.412417906507
2018-06-12,1193.449600376256
2018-06-13,1193.488082261655
2018-06-14,1193.527782022112
2018-06-15,1193.568618117034
2018-06-16,1193.61050900583
2018-06-17,1193.653373147907
2018-06-18,1193.697129002674
2018-06-19,1193.741695029538
2018-06-20,1193.786989687908
2018-06-21,1193.83293143719
2018-06-22,1193.879438736795
2018-06-23,1193.926430046128
2018-06-24,1193.973823824599
2018-06-25,1194.021538531614
2018-06-26,1194.069492626583
2018-06-27,1194.117604568912
2018-06-28,1194.165792818011
2018-06-29,1194.213975833286
2018-06-30,1194.262072074147
2018-07-01,1194.31
2018-07-02,1194.357685542444
2018-07-03,1194.405084521836
2018-07-04,1194.452160230726
2018-07-05,1194.49887596166
2018-07-06,1194.545195007186
2018-07-07,1194.591080659853
2018-07-08,1194.636496212209
2018-07-09,1194.681404956801
2018-07-10,1194.725770186177
2018-07-11,1194.769555192886
2018-07-12,1194.812723269475
2018-07-13,1194.855237708493
2018-07-14,1194.897061802487
2018-07-15,1194.938158844005
2018-07-16,1194.978492125595
2018-07-17,1195.018024939806
2018-07-18,1195.056720579185
2018-07-19,1195.09454233628
2018-07-20,1195.131453503638
2018-07-21,1195.167417373809
2018-07-22,1195.20239723934
2018-07-23,1195.236356392779
2018-07-24,1195.269258126674
2018-07-25,1195.301065733573
2018-07-26,1195.331742506023
2018-07-27,1195.361251736573
2018-07-28,1195.389556717771
2018-07-29,1195.416620742165
2018-07-30,1195.442407102302
2018-07-31,1195.466879090731
2018-08-01,1195.49
2018-08-02,1195.511777889966
2018-08-03,1195.532399889729
2018-08-04,1195.552097895695
2018-08-05,1195.571103804275
2018-08-06,1195.589649511876
2018-08-07,1195.607966914907
2018-08-08,1195.626287909776
2018-08-09,1195.644844392891
2018-08-10,1195.663868260662
2018-08-11,1195.683591409495
2018-08-12,1195.704245735801
2018-08-13,1195.726063135987
2018-08-14,1195.749275506462
2018-08-15,1195.774114743634
2018-08-16,1195.800812743912
2018-08-17,1195.829601403704
2018-08-18,1195.860712619418
2018-08-19,1195.894378287463
2018-08-20,1195.930830304247
2018-08-21,1195.97030056618
2018-08-22,1196.013020969668
2018-08-23,1196.059223411122
2018-08-24,1196.109139786948
2018-08-25,1196.163001993555
2018-08-26,1196.221041927353
2018-08-27,1196.283491484749
2018-08-28,1196.350582562152
2018-08-29,1196.42254705597
2018-08-30,1196.499616862612
2018-08-31,1196.582023878486
2018-09-01,1196.67
2018-09-02,1196.763704748602
2018-09-03,1196.863008145894
2018-09-04,1196.967707838517
2018-09-05,1197.077601473111
2018-09-06,1197.192486696317
2018-09-07,1197.312161154777
2018-09-08,1197.436422495131
2018-09-09,1197.56506836402
2018-09-10,1197.697896408084
2018-09-11,1197.834704273965
2018-09-12,1197.975289608304
2018-09-13,1198.119450057741
2018-09-14,1198.266983268917
2018-09-15,1198.417686888474
2018-09-16,1198.571358563051
2018-09-17,1198.72779593929
2018-09-18,1198.886796663832
2018-09-19,1199.048158383317
2018-09-20,1199.211678744386
2018-09-21,1199.377155393681
2018-09-22,1199.544385977842
2018-09-23,1199.713168143509
2018-09-24,1199.883299537324
2018-09-25,1200.054577805928
2018-09-26,1200.226800595962
2018-09-27,1200.399765554065
2018-09-28,1200.57327032688
2018-09-29,1200.747112561047
2018-09-30,1200.921089903207
2018-10-01,1201.095
2018-10-02,1201.26864624412
2018-10-03,1201.441855012466
2018-10-04,1201.614458427989
2018-10-05,1201.786288613642
2018-10-06,1201.957177692375
2018-10-07,1202.126957787141
2018-10-08,1202.29546102089
2018-10-09,1202.462519516575
2018-10-10,1202.627965397147
2018-10-11,1202.791630785557
2018-10-12,1202.953347804757
2018-10-13,1203.112948577698
2018-10-14,1203.270265227333
2018-10-15,1203.425129876611
2018-10-16,1203.577374648486
2018-10-17,1203.726831665909
2018-10-18,1203.87333305183
2018-10-19,1204.016710929202
2018-10-20,1204.156797420977
2018-10-21,1204.293424650105
2018-10-22,1204.426424739539
2018-10-23,1204.555629812229
2018-10-24,1204.680871991128
2018-10-25,1204.801983399186
2018-10-26,1204.918796159356
2018-10-27,1205.031142394589
2018-10-28,1205.138854227836
2018-10-29,1205.241763782049
2018-10-30,1205.33970318018
2018-10-31,1205.432504545179
2018-11-01,1205.52
2018-11-02,1205.602090373324
2018-11-03,1205.678951316761
2018-11-04,1205.75082718765
2018-11-05,1205.817962343331
2018-11-06,1205.880601141146
2018-11-07,1205.938987938435
2018-11-08,1205.993367092537
2018-11-09,1206.043982960792
2018-11-10,1206.091079900543
2018-11-11,1206.134902269127
2018-11-12,1206.175694423885
2018-11-13,1206.213700722159
2018-11-14,1206.249165521288
2018-11-15,1206.282333178612
2018-11-16,1206.313448051471
2018-11-17,1206.342754497207
2018-11-18,1206.370496873159
2018-11-19,1206.396919536666
2018-11-20,1206.422266845071
2018-11-21,1206.446783155712
2018-11-22,1206.47071282593
2018-11-23,1206.494300213065
2018-11-24,1206.517789674458
2018-11-25,1206.541425567449
2018-11-26,1206.565452249378
2018-11-27,1206.590114077585
2018-11-28,1206.61565540941
2018-11-29,1206.642320602194
2018-11-30,1206.670354013277
2018-12-01,1206.7
2018-12-02,1206.731440079356
2018-12-03,1206.764604406954
2018-12-04,1206.799360298058
2018-12-05,1206.83557506793
2018-12-06,1206.873116031834
2018-12-07,1206.911850505032
2018-12-08,1206.951645802788
2018-12-09,1206.992369240364
2018-12-10,1207.033888133024
2018-12-11,1207.07606979603
2018-12-12,1207.118781544646
2018-12-13,1207.161890694135
2018-12-14,1207.205264559759
2018-12-15,1207.248770456781
2018-12-16,1207.292275700466
2018-12-17,1207.335647606074
2018-12-18,1207.378753488871
2018-12-19,1207.421460664118
2018-12-20,1207.463636447078
2018-12-21,1207.505148153015
2018-12-22,1207.545863097192
2018-12-23,1207.585648594871
2018-12-24,1207.624371961317
2018-12-25,1207.66190051179
2018-12-26,1207.698101561555
2018-12-27,1207.732842425875
2018-12-28,1207.765990420013
2018-12-29,1207.797412859231
2018-12-30,1207.826977058793
2018-12-31,1207.854550333962
2019-01-01,1207.88
2019-01-02,1207.903266155844
2019-01-03,1207.924580035123
2019-01-04,1207.944245655138
2019-01-05,1207.962567033191
2019-01-06,1207.979848186584
2019-01-07,1207.996393132619
2019-01-08,1208.012505888599
2019-01-09,1208.028490471823
2019-01-10,1208.044650899595
2019-01-11,1208.061291189216
2019-01-12,1208.078715357988
2019-01-13,1208.097227423213
2019-01-14,1208.117131402193
2019-01-15,1208.13873131223
2019-01-16,1208.162331170625
2019-01-17,1208.18823499468
2019-01-18,1208.216746801698
2019-01-19,1208.24817060898
2019-01-20,1208.282810433827
2019-01-21,1208.320970293542
2019-01-22,1208.362954205426
2019-01-23,1208.409066186782
2019-01-24,1208.459610254911
