date,p_green,p_yellow,p_orange,p_red,warning_level,rate_p50,rate_p95,actual_monthly_rate
2017-02-13,1.0,0.0,0.0,0.0,0,4.163740000000018,4.542712000000018,6.340066537806592
2017-02-14,1.0,0.0,0.0,0.0,0,4.5793050000000335,4.992479999999989,6.796155759216958
2017-02-15,1.0,0.0,0.0,0.0,0,4.993280000000027,5.455425000000036,7.254804658590501
2017-02-16,1.0,0.0,0.0,0.0,0,5.411164999999983,5.929005000000001,7.714081727543089
2017-02-17,1.0,0.0,0.0,0.0,0,5.831099999999992,6.410711000000014,8.172055457690817
2017-02-18,1.0,0.0,0.0,0.0,0,6.254925000000014,6.8978379999999895,8.62679434064978
2017-02-19,1.0,0.0,0.0,0.0,0,6.6803299999999695,7.378786999999954,9.076366868035961
2017-02-20,1.0,0.0,0.0,0.0,0,7.110844999999983,7.849912000000006,9.518841531464432
2017-02-21,1.0,0.0,0.0,0.0,0,7.542120000000011,8.317773999999986,9.952286822552196
2017-02-22,1.0,0.0,0.0,0.0,0,7.968960000000038,8.779979000000026,10.37477123291444
2017-02-23,1.0,0.0,0.0,0.0,0,8.388880000000029,9.233940500000012,10.784363254167488
2017-02-24,1.0,0.0,0.0,0.0,0,8.79983500000003,9.677526999999952,11.179131377927092
2017-02-25,1.0,0.0,0.0,0.0,0,9.199320000000057,10.110820499999994,11.557144095809122
2017-02-26,1.0,0.0,0.0,0.0,0,9.585030000000017,10.52920449999995,11.916469899429558
2017-02-27,1.0,0.0,0.0,0.0,0,9.95467999999994,10.929825999999979,12.255177280404268
2017-02-28,1.0,0.0,0.0,0.0,0,10.306050000000027,11.310246499999987,12.571334730349236
2017-03-01,1.0,0.0,0.0,0.0,0,10.639554999999973,11.67014499999998,12.863010740880327
2017-03-02,1.0,0.0,0.0,0.0,0,10.951295000000016,12.007779500000026,13.128435695395638
2017-03-03,1.0,0.0,0.0,0.0,0,11.239815000000021,12.322266000000008,13.366487544419783
2017-03-04,1.0,0.0,0.0,0.0,0,11.509245000000021,12.622648000000016,13.576528048325144
2017-03-05,1.0,0.0,0.0,0.0,0,11.754909999999995,12.906894999999986,13.759206639738295
2017-03-06,1.0,0.0,0.0,0.0,0,11.971630000000005,13.159222499999986,13.915494669350778
2017-03-07,1.0,0.0,0.0,0.0,0,12.15357499999999,13.371952000000027,14.04636348785425
2017-03-08,1.0,0.0,0.0,0.0,0,12.302455000000009,13.547056499999984,14.152784445939801
2017-03-09,1.0,0.0,0.0,0.0,0,12.420114999999953,13.68675450000003,14.235728894298859
2017-03-10,1.0,0.0,0.0,0.0,0,12.510365000000036,13.792991499999959,14.296168183623081
2017-03-11,1.0,0.0,0.0,0.0,0,12.573095000000023,13.867900999999994,14.335073664603101
2017-03-12,1.0,0.0,0.0,0.0,0,12.609964999999988,13.913651499999974,14.353416687931144
2017-03-13,1.0,0.0,0.0,0.0,0,12.622820000000047,13.932167000000021,14.352168604298186
2017-03-14,1.0,0.0,0.0,0.0,0,12.613399999999956,13.92568349999995,14.332300764395882
2017-03-15,1.0,0.0,0.0,0.0,0,12.583714999999984,13.896223000000015,14.29478451891498
2017-03-16,1.0,0.0,0.0,0.0,0,12.535349999999937,13.845925000000038,14.240591218547365
2017-03-17,1.0,0.0,0.0,0.0,0,12.470415000000003,13.776772999999991,14.17069221398458
2017-03-18,1.0,0.0,0.0,0.0,0,12.39065000000005,13.691017999999957,14.086058855917486
2017-03-19,1.0,0.0,0.0,0.0,0,12.297930000000008,13.590763500000042,13.987662495037966
2017-03-20,1.0,0.0,0.0,0.0,0,12.194025000000067,13.478021000000046,13.876474482036997
2017-03-21,1.0,0.0,0.0,0.0,0,12.080904999999973,13.355162000000002,13.75346616760578
2017-03-22,1.0,0.0,0.0,0.0,0,11.960454999999968,13.224162000000018,13.61960890243654
2017-03-23,1.0,0.0,0.0,0.0,0,11.83442999999994,13.087198000000045,13.475874037219796
2017-03-24,1.0,0.0,0.0,0.0,0,11.704924999999946,12.946493999999989,13.323232922647435
2017-03-25,1.0,0.0,0.0,0.0,0,11.573644999999999,12.804304999999959,13.16265690941043
2017-03-26,1.0,0.0,0.0,0.0,0,11.442429999999945,12.662549,12.995117348200552
2017-03-27,1.0,0.0,0.0,0.0,0,11.313330000000008,12.52373649999999,12.821585589709002
2017-03-28,1.0,0.0,0.0,0.0,0,11.188289999999995,12.38989299999996,12.643032984626984
2017-03-29,1.0,0.0,0.0,0.0,0,11.068950000000086,12.263296999999994,12.460430883646382
2017-03-30,1.0,0.0,0.0,0.0,0,10.957449999999938,12.146285499999987,12.274750637457942
2017-03-31,1.0,0.0,0.0,0.0,0,10.85566,12.040972499999992,12.086963596753549
2017-04-01,1.0,0.0,0.0,0.0,0,10.765374999999949,11.949516999999963,11.897879220442405
2017-04-02,1.0,0.0,0.0,0.0,0,10.686399999999935,11.871770499999922,11.707907250928201
2017-04-03,1.0,0.0,0.0,0.0,0,10.61438000000004,11.802154500000006,11.518286941318024
2017-04-04,1.0,0.0,0.0,0.0,0,10.54919000000001,11.739520500000026,11.330505395340992
2017-04-05,1.0,0.0,0.0,0.0,0,10.493449999999996,11.686720999999977,11.146049716726793
2017-04-06,1.0,0.0,0.0,0.0,0,10.447369999999978,11.643508499999983,10.966407009203863
2017-04-07,1.0,0.0,0.0,0.0,0,10.414124999999956,11.610180999999994,10.79306437650132
2017-04-08,1.0,0.0,0.0,0.0,0,10.385059999999953,11.586604499999998,10.627508922348511
2017-04-09,1.0,0.0,0.0,0.0,0,10.366779999999949,11.575697500000006,10.471227750473986
2017-04-10,1.0,0.0,0.0,0.0,0,10.359470000000044,11.58510000000004,10.325707964607318
2017-04-11,1.0,0.0,0.0,0.0,0,10.361969999999985,11.604124,10.192436668477512
2017-04-12,1.0,0.0,0.0,0.0,0,10.374454999999955,11.632750000000055,10.072900965813346
2017-04-13,1.0,0.0,0.0,0.0,0,10.396900000000016,11.670867000000044,9.968587960343939
2017-04-14,1.0,0.0,0.0,0.0,0,10.425545,11.718221000000023,9.880984755798409
2017-04-15,1.0,0.0,0.0,0.0,0,10.456680000000006,11.774857499999973,9.811578455905988
2017-04-16,1.0,0.0,0.0,0.0,0,10.498400000000004,11.840650000000021,9.76185616439534
2017-04-17,1.0,0.0,0.0,0.0,0,10.552830000000029,11.915591999999942,9.733304984996039
2017-04-18,1.0,0.0,0.0,0.0,0,10.631329999999934,12.000902999999965,9.727412021436521
2017-04-19,1.0,0.0,0.0,0.0,0,10.71957500000002,12.095015,9.745664377446133
2017-04-20,1.0,0.0,0.0,0.0,0,10.817504999999983,12.197504500000008,9.78954915675422
2017-04-21,1.0,0.0,0.0,0.0,0,10.925175000000024,12.297570999999982,9.860553463089445
2017-04-22,1.0,0.0,0.0,0.0,0,11.042565000000025,12.402387999999922,9.960164400181043
2017-04-23,1.0,0.0,0.0,0.0,0,11.169554999999946,12.516857500000038,10.089869071758017
2017-04-24,1.0,0.0,0.0,0.0,0,11.306325000000015,12.641458,10.251154581549258
2017-04-25,1.0,0.0,0.0,0.0,0,11.452805000000012,12.77674199999999,10.445508033284113
2017-04-26,1.0,0.0,0.0,0.0,0,11.609024999999917,12.92153100000005,10.674416530691815
2017-04-27,1.0,0.0,0.0,0.0,0,11.774805000000015,13.075919500000015,10.939367177500685
2017-04-28,1.0,0.0,0.0,0.0,0,11.948814999999968,13.240105500000032,11.241847077440411
2017-04-29,1.0,0.0,0.0,0.0,0,12.133095000000026,13.413834500000046,11.583343334239544
2017-04-30,1.0,0.0,0.0,0.0,0,12.326250000000016,13.597213500000004,11.965343051627428
2017-05-01,1.0,0.0,0.0,0.0,0,12.531169999999975,13.790387500000032,12.389333333333639
2017-05-02,1.0,0.0,0.0,0.0,0,12.748199999999997,13.980617499999976,12.856075999002314
2017-05-03,1.0,0.0,0.0,0.0,0,12.972720000000038,14.174375999999983,13.363431731944047
