time_index,rate_mean,rate_std,rate_median,rate_p05,rate_p95,rate_min,rate_max,p_green,p_yellow,p_orange,p_red,exceed_probability
61,3.441469999999995,0.6791095253705137,3.554499999999962,2.3552400000000944,4.433700000000021,1.9232999999999265,5.229399999999941,1.0,0.0,0.0,0.0,0.0
62,3.4155679999999893,0.6850400805911686,3.536100000000033,2.3195849999998925,4.41286,1.883299999999963,5.205999999999904,1.0,0.0,0.0,0.0,0.0
63,3.388426000000022,0.6901011865498536,3.5117500000000064,2.283819999999923,4.38911000000013,1.844400000000178,5.17859999999996,1.0,0.0,0.0,0.0,0.0
64,3.360062000000016,0.6942122900299131,3.4818500000001222,2.2482249999998087,4.362539999999933,1.8065000000001419,5.147300000000087,1.0,0.0,0.0,0.0,0.0
65,3.3303480000000083,0.697254224196006,3.4499499999999443,2.2127749999998856,4.332859999999936,1.7700000000002092,5.111799999999903,1.0,0.0,0.0,0.0,0.0
66,3.2993480000000046,0.6992270841436301,3.4164499999999407,2.1775250000001165,4.3043100000000205,1.7350999999998749,5.072100000000091,1.0,0.0,0.0,0.0,0.0
67,3.2669280000000116,0.7000166269279048,3.381149999999934,2.1425099999998567,4.274485000000004,1.7017000000000735,5.028099999999995,1.0,0.0,0.0,0.0,0.0
68,3.2331079999999837,0.6995709136320443,3.3441500000000133,2.1080849999998805,4.241295000000025,1.669800000000123,4.979499999999916,1.0,0.0,0.0,0.0,0.0
69,3.1978120000000128,0.697829963687706,3.305300000000102,2.07398500000005,4.204760000000022,1.6397999999999229,4.926500000000033,1.0,0.0,0.0,0.0,0.0
70,3.161004000000003,0.6946833567216928,3.2635000000001355,2.0405949999999393,4.1645350000001145,1.611599999999953,4.86869999999999,1.0,0.0,0.0,0.0,0.0
71,3.1227040000000033,0.690094509339424,3.22829999999999,2.0078499999998938,4.120675000000108,1.5853000000001884,4.806299999999965,1.0,0.0,0.0,0.0,0.0
72,3.0827600000000075,0.6839823929587424,3.1909500000000435,1.9758100000000014,4.072759999999983,1.5612999999998465,4.738900000000058,1.0,0.0,0.0,0.0,0.0
73,3.0412300000000094,0.676253178422504,3.1508999999999787,1.9444899999999052,4.021040000000005,1.539199999999937,4.666500000000042,1.0,0.0,0.0,0.0,0.0
74,2.9980240000000093,0.6668884854796455,3.108250000000112,1.9142499999998903,3.965315000000089,1.51949999999988,4.589200000000119,1.0,0.0,0.0,0.0,0.0
75,2.9531000000000085,0.6557628239115756,3.0637500000000273,1.8848100000000272,3.906619999999998,1.5024000000000797,4.506600000000162,1.0,0.0,0.0,0.0,0.0
76,2.9064039999999975,0.6428275091455604,3.0167999999999893,1.8565049999999814,3.8434500000000185,1.4875999999999294,4.418599999999969,1.0,0.0,0.0,0.0,0.0
77,2.8579319999999964,0.6279891895728724,2.9671500000000606,1.8293999999999642,3.7756849999999074,1.475400000000036,4.32529999999997,1.0,0.0,0.0,0.0,0.0
78,2.8076059999999963,0.6112186864096345,2.9147999999999,1.8033750000000281,3.7030600000000047,1.4660000000001219,4.226500000000215,1.0,0.0,0.0,0.0,0.0
79,2.755412000000015,0.5924013117294558,2.8596999999998616,1.7788049999999545,3.625719999999876,1.4592000000000098,4.122000000000071,1.0,0.0,0.0,0.0,0.0
80,2.7008860000000006,0.571620742689986,2.801300000000083,1.7549600000001533,3.54289500000001,1.4548999999999523,4.011500000000069,1.0,0.0,0.0,0.0,0.0
81,2.6429259999999974,0.5491475292688085,2.738900000000058,1.7303449999999656,3.4541499999999927,1.4510999999999967,3.8940999999999804,1.0,0.0,0.0,0.0,0.0
82,2.5810319999999956,0.5254771302971085,2.6725000000000136,1.7037850000000616,3.3600149999998847,1.4465000000000146,3.769800000000032,1.0,0.0,0.0,0.0,0.0
83,2.5156560000000083,0.5006763980611751,2.6022500000000264,1.6758900000000154,3.2607799999999196,1.440900000000056,3.6392000000000735,1.0,0.0,0.0,0.0,0.0
84,2.4472160000000214,0.4749428882357557,2.531599999999912,1.6466950000000906,3.1571550000000452,1.4351000000001477,3.5032000000001062,1.0,0.0,0.0,0.0,0.0
85,2.376260000000002,0.4483875806141008,2.4550499999999147,1.6163200000001097,3.04974999999996,1.4286999999999352,3.3658000000000357,1.0,0.0,0.0,0.0,0.0
86,2.303097999999991,0.4212441913800223,2.3761500000000524,1.5849350000000526,2.9394799999999117,1.4219000000000506,3.238299999999981,1.0,0.0,0.0,0.0,0.0
87,2.2282979999999997,0.3936375746800865,2.29544999999996,1.5528899999999908,2.8267100000000593,1.4148000000000138,3.1078999999999724,1.0,0.0,0.0,0.0,0.0
88,2.152266000000004,0.3658006475094902,2.213300000000004,1.5202800000000933,2.7121949999999395,1.4075000000000273,2.975500000000011,1.0,0.0,0.0,0.0,0.0
89,2.0754719999999818,0.33784078911795756,2.130449999999996,1.4875049999999646,2.5965699999999963,1.4003000000000156,2.8414000000000215,1.0,0.0,0.0,0.0,0.0
90,1.9983680000000095,0.31007160294859565,2.047149999999988,1.4603399999999283,2.480554999999924,1.3929000000000542,2.7068000000001575,1.0,0.0,0.0,0.0,0.0
91,1.921416000000013,0.28257688017274885,1.963700000000017,1.4361700000000042,2.3687599999999174,1.3859999999999673,2.572099999999864,1.0,0.0,0.0,0.0,0.0
92,1.8449939999999925,0.25574755203406724,1.8803500000000213,1.4125550000000657,2.252589999999929,1.3791999999998552,2.4384999999999764,1.0,0.0,0.0,0.0,0.0
93,1.7696079999999892,0.22975926073583847,1.812249999999949,1.3902949999998782,2.1290500000000177,1.3503000000000611,2.30600000000004,1.0,0.0,0.0,0.0,0.0
94,1.6956719999999905,0.2049638783905613,1.7355999999999767,1.3624099999998862,2.007680000000016,1.3179999999999836,2.175899999999956,1.0,0.0,0.0,0.0,0.0
95,1.6236719999999831,0.1818415356786141,1.6564999999999372,1.3339550000000144,1.8905200000000264,1.2871000000000095,2.0488000000000284,1.0,0.0,0.0,0.0,0.0
96,1.55398200000001,0.16082040520598437,1.5777500000000373,1.2980500000000803,1.788209999999992,1.2572999999999865,1.9255000000000564,1.0,0.0,0.0,0.0,0.0
97,1.4871180000000004,0.14259967611664243,1.5062500000000227,1.2622700000000577,1.7098549999999704,1.2099000000000615,1.8234999999999673,1.0,0.0,0.0,0.0,0.0
98,1.423455999999983,0.12782601083072856,1.4311500000000024,1.214790000000005,1.6348449999999957,1.1648000000000138,1.7307999999998174,1.0,0.0,0.0,0.0,0.0
99,1.363495999999991,0.11731241902348537,1.3658999999998969,1.1675449999999727,1.5643650000001457,1.1224999999999454,1.6433999999999287,1.0,0.0,0.0,0.0,0.0
100,1.3076199999999836,0.11142743406015593,1.3120000000000118,1.1146099999999024,1.4973600000000034,1.083299999999781,1.5616999999999734,1.0,0.0,0.0,0.0,0.0
101,1.2562839999999869,0.11017367432503607,1.258899999999926,1.0691100000000007,1.4462799999999105,1.041800000000194,1.486199999999826,1.0,0.0,0.0,0.0,0.0
102,1.2099379999999929,0.11281924660305447,1.2087500000001228,1.0321149999999988,1.4070899999999709,0.9893000000001848,1.4356000000000222,1.0,0.0,0.0,0.0,0.0
103,1.16902599999999,0.11826347756820126,1.1664500000000544,0.9760949999999411,1.3548049999999079,0.942600000000084,1.4113999999999578,1.0,0.0,0.0,0.0,0.0
104,1.1339400000000068,0.12532595379201908,1.1362500000000182,0.9307900000001041,1.3417300000001204,0.8914999999999509,1.3917999999998756,1.0,0.0,0.0,0.0,0.0
105,1.1051959999999916,0.1329883514309603,1.1062499999999318,0.89406500000008,1.3394599999999057,0.8277999999997974,1.3774000000000797,1.0,0.0,0.0,0.0,0.0
106,1.083134,0.1404708722948229,1.0796000000000276,0.8646150000001057,1.334485000000029,0.7762000000000171,1.370200000000068,1.0,0.0,0.0,0.0,0.0
107,1.0682440000000224,0.14716204196705204,1.0667000000000826,0.8365449999999555,1.3336549999999987,0.7376000000001568,1.379699999999957,1.0,0.0,0.0,0.0,0.0
108,1.0609780000000137,0.15260901261265805,1.059500000000071,0.8189850000001456,1.3368550000000368,0.7128999999999905,1.3911000000000513,1.0,0.0,0.0,0.0,0.0
109,1.0617400000000043,0.1565595602905642,1.060200000000009,0.8122400000000198,1.3445150000000126,0.7026999999998225,1.4046000000000731,1.0,0.0,0.0,0.0,0.0
110,1.069604000000004,0.15899840451004285,1.0681999999999334,0.8157899999999358,1.3557150000000546,0.7048999999999523,1.4196000000001732,1.0,0.0,0.0,0.0,0.0
111,1.0799380000000018,0.16073948867781998,1.0784499999999753,0.8230050000000915,1.3680100000000492,0.7119000000000142,1.4347999999999956,1.0,0.0,0.0,0.0,0.0
112,1.0885799999999972,0.16247149074876016,1.0870000000001028,0.8284449999999651,1.378425000000061,0.7167999999999211,1.4477999999999156,1.0,0.0,0.0,0.0,0.0
113,1.0948939999999856,0.16425649604771658,1.0931000000000495,0.8315449999999942,1.386634999999944,0.7188999999998487,1.4583000000000084,1.0,0.0,0.0,0.0,0.0
114,1.099063999999985,0.16600251751225764,1.096749999999929,0.8329249999998751,1.392599999999959,0.718900000000076,1.4659999999998945,1.0,0.0,0.0,0.0,0.0
115,1.1011159999999973,0.16776007449900904,1.0980499999999438,0.8324150000001055,1.396130000000005,0.7162000000000717,1.4712999999999283,1.0,0.0,0.0,0.0,0.0
116,1.1012480000000096,0.1695360791653483,1.0975499999999556,0.8301500000000942,1.3978099999999811,0.7115000000001146,1.4742999999998574,1.0,0.0,0.0,0.0,0.0
117,1.0995239999999875,0.17129532745571893,1.0958000000000538,0.8261399999999639,1.397524999999996,0.7048999999999523,1.4753000000000611,1.0,0.0,0.0,0.0,0.0
118,1.0960680000000003,0.17303242876433064,1.092200000000048,0.8207399999999552,1.3970349999999938,0.6961999999998625,1.4739999999999327,1.0,0.0,0.0,0.0,0.0
119,1.090983999999994,0.1747235044408379,1.0865499999999884,0.8139399999999682,1.3947549999999864,0.6858999999999469,1.470600000000104,1.0,0.0,0.0,0.0,0.0
120,1.0843660000000046,0.1763783058643856,1.0796000000001413,0.8055849999998941,1.3908299999998575,0.6740999999999531,1.4697000000001026,1.0,0.0,0.0,0.0,0.0
121,1.0763300000000071,0.17802011494921913,1.0709000000000515,0.7962149999998701,1.3855149999999525,0.660799999999881,1.468599999999924,1.0,0.0,0.0,0.0,0.0
122,1.0670499999999992,0.17957075491404498,1.0609000000000606,0.7858799999999633,1.3787350000000627,0.6463000000001102,1.4661999999998443,1.0,0.0,0.0,0.0,0.0
123,1.056547999999989,0.18105744858967043,1.049799999999891,0.7744349999998803,1.37046499999999,0.6306999999999334,1.462400000000116,1.0,0.0,0.0,0.0,0.0
124,1.0450159999999824,0.18251192229439,1.0375999999999976,0.7620900000000234,1.3612150000000383,0.6143999999999323,1.4574999999999818,1.0,0.0,0.0,0.0,0.0
125,1.0325080000000115,0.18382045792298604,1.0244500000000016,0.7491249999999923,1.3506449999999857,0.5971999999999298,1.4512999999999465,1.0,0.0,0.0,0.0,0.0
126,1.0191540000000032,0.18506808147162743,1.011600000000044,0.7353500000000167,1.3391299999999204,0.5795000000000528,1.4438000000000102,1.0,0.0,0.0,0.0,0.0
127,1.0050840000000063,0.18618584676257188,0.9988999999999351,0.7212200000000507,1.3266799999999874,0.5613000000000739,1.4355000000000473,1.0,0.0,0.0,0.0,0.0
128,0.9903780000000143,0.1871993560188882,0.98700000000008,0.7065999999999576,1.313209999999981,0.5428999999999178,1.4260999999999058,1.0,0.0,0.0,0.0,0.0
129,0.9751400000000058,0.1879994170637989,0.9754500000001372,0.6916699999999423,1.2990050000000108,0.5244999999999891,1.4154000000000906,1.0,0.0,0.0,0.0,0.0
130,0.9595480000000134,0.18871333539284696,0.9633999999999787,0.6767500000000496,1.2840899999999122,0.5059999999998581,1.4041999999999462,1.0,0.0,0.0,0.0,0.0
131,0.9436380000000054,0.18921979001863973,0.9501000000000204,0.6610700000001202,1.2685200000000803,0.4876999999999043,1.3919000000000779,1.0,0.0,0.0,0.0,0.0
132,0.9275780000000031,0.1895610679588712,0.9354999999999336,0.6451699999999392,1.25261499999998,0.4697999999998501,1.3789999999999054,1.0,0.0,0.0,0.0,0.0
133,0.9114240000000018,0.18968708341986004,0.9207000000000107,0.629249999999945,1.236115000000052,0.45249999999987267,1.3652999999999338,1.0,0.0,0.0,0.0,0.0
134,0.8952979999999571,0.18956864729361902,0.9045999999998457,0.6136249999999791,1.2193900000000324,0.4358999999999469,1.3509000000001379,1.0,0.0,0.0,0.0,0.0
135,0.8793440000000191,0.18923529264828398,0.8884500000000344,0.5985549999998738,1.2023999999999773,0.42000000000007276,1.3360000000000127,1.0,0.0,0.0,0.0,0.0
136,0.8636779999999953,0.18863827093467986,0.8725499999999329,0.584049999999877,1.185309999999947,0.4052999999998974,1.320600000000013,1.0,0.0,0.0,0.0,0.0
137,0.8484059999999681,0.18772558066693168,0.8571499999999332,0.5704349999999636,1.1680549999999583,0.3917999999998756,1.3044999999999618,1.0,0.0,0.0,0.0,0.0
138,0.833589999999972,0.18657011731108522,0.8419999999999845,0.5574950000000285,1.1509449999999333,0.379399999999805,1.2882999999999356,1.0,0.0,0.0,0.0,0.0
139,0.8194039999999723,0.185058602918867,0.8276999999999362,0.5458100000000059,1.1338699999998993,0.3687000000002172,1.27150000000006,1.0,0.0,0.0,0.0,0.0
140,0.8059360000000106,0.1832274829666076,0.8138000000000147,0.5350900000000707,1.1170949999999946,0.35969999999997526,1.2544000000000324,1.0,0.0,0.0,0.0,0.0
141,0.7935479999999916,0.181016332829449,0.8009499999999434,0.5261250000000472,1.1008099999999899,0.3525999999999385,1.2373000000000047,1.0,0.0,0.0,0.0,0.0
142,0.7833359999999948,0.17835844185120542,0.7907000000000153,0.5197350000000597,1.0862049999998928,0.34920000000010987,1.220700000000079,1.0,0.0,0.0,0.0,0.0
143,0.7759900000000107,0.175137218797622,0.783649999999966,0.5169100000000867,1.0734900000000038,0.3503000000000611,1.2053000000000793,1.0,0.0,0.0,0.0,0.0
144,0.7714859999999771,0.17152270511923925,0.7792500000000473,0.5172800000000166,1.063309999999933,0.355199999999968,1.1906999999998789,1.0,0.0,0.0,0.0,0.0
145,0.7697560000000021,0.1674746720540009,0.7775500000000193,0.5211799999999698,1.055140000000017,0.36429999999995744,1.1773000000000593,1.0,0.0,0.0,0.0,0.0
146,0.7708319999999957,0.16311394219620076,0.7787499999999454,0.5281149999999684,1.0494300000000634,0.3770999999999276,1.1655000000000655,1.0,0.0,0.0,0.0,0.0
147,0.7746520000000191,0.15854335303581996,0.7815499999999247,0.5380449999999997,1.0461400000000594,0.3933999999999287,1.1551999999999225,1.0,0.0,0.0,0.0,0.0
148,0.7812039999999933,0.1538290330602319,0.7843000000000302,0.549759999999992,1.0453299999999102,0.4130999999999858,1.146600000000035,1.0,0.0,0.0,0.0,0.0
149,0.7904739999999947,0.1490655612644846,0.7871499999999969,0.563289999999904,1.0471749999998792,0.43610000000012406,1.1397999999999229,1.0,0.0,0.0,0.0,0.0
150,0.8024059999999826,0.14429615437476545,0.7967499999999745,0.5794399999999428,1.0514650000000187,0.4619999999999891,1.1350999999999658,1.0,0.0,0.0,0.0,0.0
151,0.8170259999999917,0.13963280973718983,0.812949999999887,0.5979350000000523,1.058600000000024,0.49090000000001055,1.1323999999999614,1.0,0.0,0.0,0.0,0.0
152,0.8342580000000317,0.13519061537590282,0.8315500000001066,0.6188400000000343,1.0684000000000422,0.5224000000000615,1.1320000000000618,1.0,0.0,0.0,0.0,0.0
153,0.8541259999999921,0.13106218777854745,0.8515499999999747,0.6438599999999155,1.0811999999999897,0.5563000000001921,1.1450999999999567,1.0,0.0,0.0,0.0,0.0
154,0.8765400000000273,0.12728980272413845,0.8743000000001757,0.6742149999999356,1.1011999999999147,0.5923000000000229,1.1652000000001408,1.0,0.0,0.0,0.0,0.0
155,0.9015240000000131,0.12405401976723372,0.899599999999964,0.7064550000000167,1.1248500000000832,0.6304000000000087,1.1885999999999513,1.0,0.0,0.0,0.0,0.0
156,0.9290639999999803,0.12132842889093107,0.9266999999999825,0.7409849999999778,1.1524349999999457,0.670699999999897,1.2152999999998428,1.0,0.0,0.0,0.0,0.0
157,0.9590800000000036,0.11922525413892233,0.9535000000000764,0.7774150000000418,1.1706149999999411,0.7123999999998887,1.2450000000001182,1.0,0.0,0.0,0.0,0.0
158,0.9916019999999981,0.11779088958568615,0.9866000000000668,0.814960000000076,1.1931099999999901,0.7557000000001608,1.2781999999999698,1.0,0.0,0.0,0.0,0.0
159,1.0265840000000117,0.11710227931346343,1.0208999999999833,0.85116500000006,1.220829999999944,0.8001000000001568,1.3144999999999527,1.0,0.0,0.0,0.0,0.0
160,1.064001999999996,0.1170769439823491,1.0573000000000548,0.8871349999999438,1.2553450000000226,0.8461000000002059,1.3540000000000418,1.0,0.0,0.0,0.0,0.0
161,1.1037999999999966,0.11782378229147539,1.098549999999932,0.9246599999999944,1.293269999999927,0.8927000000001044,1.3972000000001117,1.0,0.0,0.0,0.0,0.0
162,1.1459880000000067,0.11922503442084327,1.144549999999981,0.9639100000000894,1.3345500000000243,0.9383000000000266,1.4436000000000604,1.0,0.0,0.0,0.0,0.0
163,1.1905320000000028,0.1213459995556601,1.192549999999983,1.0045850000000087,1.3819099999998912,0.9804999999998927,1.49350000000004,1.0,0.0,0.0,0.0,0.0
164,1.2374400000000287,0.12412074766131342,1.2406000000000859,1.0487200000000372,1.4327349999999228,1.0238999999999123,1.5468000000000757,1.0,0.0,0.0,0.0,0.0
165,1.2866159999999764,0.12751930683753734,1.2918499999998403,1.0938900000000558,1.4867749999998523,1.0688000000000102,1.6064000000001215,1.0,0.0,0.0,0.0,0.0
166,1.3381060000000116,0.13146957964268166,1.344600000000014,1.1394400000000815,1.5442649999999503,1.1152999999999338,1.6717999999998483,1.0,0.0,0.0,0.0,0.0
167,1.3918040000000156,0.13607316453335502,1.398649999999975,1.1860550000000216,1.6051600000001032,1.1628000000000611,1.7404999999998836,1.0,0.0,0.0,0.0,0.0
168,1.4477680000000008,0.14125628530715778,1.4546000000000276,1.2340100000000347,1.6698699999999007,1.2114999999998872,1.8122000000000753,1.0,0.0,0.0,0.0,0.0
169,1.5058960000000114,0.14703275625602055,1.5126500000000078,1.2827399999999103,1.737895000000003,1.2615000000000691,1.8869999999999436,1.0,0.0,0.0,0.0,0.0
170,1.5661919999999874,0.15348111475930326,1.5724500000001171,1.331880000000035,1.8095900000001166,1.3125,1.9646999999999935,1.0,0.0,0.0,0.0,0.0
171,1.6297839999999997,0.16042579486209954,1.635599999999954,1.3818600000001537,1.886189999999931,1.3657000000000608,2.045899999999847,1.0,0.0,0.0,0.0,0.0
172,1.7003600000000052,0.16714562390872773,1.7033999999999878,1.439199999999937,1.970950000000073,1.4260000000001583,2.132000000000062,1.0,0.0,0.0,0.0,0.0
173,1.7801979999999957,0.17320358493014326,1.7837999999999283,1.5082450000000107,2.0657149999999547,1.4939999999999145,2.223899999999958,1.0,0.0,0.0,0.0,0.0
174,1.8687660000000097,0.1787133934087771,1.8739500000000362,1.587070000000051,2.169874999999979,1.5721999999998388,2.321100000000115,1.0,0.0,0.0,0.0,0.0
175,1.9655740000000106,0.1839752077463373,1.9682999999999993,1.6747549999999365,2.2830499999999914,1.6603999999999814,2.4236000000000786,1.0,0.0,0.0,0.0,0.0
176,2.0700819999999975,0.18909998077898288,2.0685499999999593,1.7706100000000446,2.404410000000098,1.7583999999999378,2.5305000000000746,1.0,0.0,0.0,0.0,0.0
177,2.181775999999991,0.19429838883025838,2.177099999999996,1.8746449999999413,2.5333200000000033,1.863399999999956,2.6417999999998756,1.0,0.0,0.0,0.0,0.0
178,2.300104000000001,0.19979719815811461,2.294599999999946,1.9851350000001275,2.6694450000000187,1.9746000000000095,2.7572000000000116,1.0,0.0,0.0,0.0,0.0
179,2.4245479999999953,0.2057617447636039,2.420099999999934,2.1069949999999267,2.811900000000139,2.092399999999998,2.8759999999999764,1.0,0.0,0.0,0.0,0.0
180,2.554644000000026,0.2123884967099214,2.5424000000000433,2.2257150000000365,2.960334999999998,2.2131999999999152,2.998199999999997,1.0,0.0,0.0,0.0,0.0
181,2.6897819999999957,0.21975424556737988,2.6879500000000007,2.3483950000000164,3.1031649999999673,2.3232000000000426,3.123299999999972,1.0,0.0,0.0,0.0,0.0
182,2.8294899999999825,0.228007762354429,2.8265499999999975,2.4717900000000554,3.2364649999999413,2.4361999999998716,3.2771999999999935,1.0,0.0,0.0,0.0,0.0
183,2.9732120000000033,0.2371774076724075,2.9684500000000753,2.6032050000000595,3.366399999999942,2.552299999999832,3.443899999999985,1.0,0.0,0.0,0.0,0.0
184,3.1204799999999797,0.24727651959466593,3.116049999999973,2.727084999999954,3.5095849999999587,2.6715999999998985,3.6143999999999323,1.0,0.0,0.0,0.0,0.0
185,3.270715999999993,0.25826001243802194,3.2650999999999613,2.8519900000000122,3.68857499999998,2.7936999999999443,3.788300000000163,1.0,0.0,0.0,0.0,0.0
186,3.423436000000011,0.2701626439531623,3.4195499999998447,2.979135000000042,3.8819349999999644,2.917699999999968,3.9649000000001706,1.0,0.0,0.0,0.0,0.0
187,3.578112000000001,0.2828827951138709,3.585399999999936,3.111534999999981,4.078055000000006,3.0439000000001215,4.1440000000000055,1.0,0.0,0.0,0.0,0.0
188,3.7342039999999814,0.2963064801649707,3.752800000000093,3.2476600000000646,4.259265000000016,3.171199999999999,4.324499999999944,1.0,0.0,0.0,0.0,0.0
189,3.891241999999979,0.31035060495498507,3.9191500000000588,3.3849149999999666,4.440844999999944,3.2996999999998025,4.50610000000006,1.0,0.0,0.0,0.0,0.0
190,4.048662000000008,0.3249004041366471,4.083049999999957,3.5214050000001067,4.623049999999978,3.4249999999999545,4.701500000000124,1.0,0.0,0.0,0.0,0.0
191,4.20602600000002,0.33981358323500815,4.24249999999995,3.6555950000001074,4.804720000000145,3.544600000000173,4.906299999999874,1.0,0.0,0.0,0.0,0.0
192,4.362751999999987,0.3550082179215696,4.395099999999957,3.7898149999999986,4.985265000000038,3.664199999999937,5.10979999999995,1.0,0.0,0.0,0.0,0.0
193,4.5183220000000075,0.3702956531349321,4.544149999999945,3.923755000000085,5.163985000000036,3.7830999999998767,5.3115999999999985,1.0,0.0,0.0,0.0,0.0
194,4.672271999999993,0.3855883180760847,4.69805000000008,4.0538099999999755,5.340059999999914,3.901100000000042,5.510500000000093,1.0,0.0,0.0,0.0,0.0
195,4.824111999999996,0.40074323992159966,4.852249999999913,4.17795500000002,5.524995000000114,4.018199999999979,5.705899999999929,1.0,0.0,0.0,0.0,0.0
196,4.973263999999995,0.4156677164686916,4.994599999999991,4.3003649999999425,5.7067950000001355,4.1336999999998625,5.897200000000112,1.0,0.0,0.0,0.0,0.0
