time_index,rate_mean,rate_std,rate_median,rate_p05,rate_p95,rate_min,rate_max,p_green,p_yellow,p_orange,p_red,exceed_probability
30,4.01868299999999,0.33115508792432496,4.0229249999999865,3.5020809999999356,4.555353000000024,3.328300000000013,4.646359999999959,1.0,0.0,0.0,0.0,0.0
31,4.132297199999987,0.3521977865767383,4.158029999999997,3.5841999999999814,4.70108450000003,3.3709099999999808,4.808779999999956,1.0,0.0,0.0,0.0,0.0
32,4.248525000000006,0.37559959090330947,4.278895000000034,3.6570149999999613,4.843682000000052,3.413850000000025,4.9903000000000475,1.0,0.0,0.0,0.0,0.0
33,4.366762999999996,0.4010723305434467,4.408450000000016,3.72926949999993,4.990407999999934,3.456800000000044,5.176669999999945,1.0,0.0,0.0,0.0,0.0
34,4.486293400000002,0.428269025595038,4.535060000000044,3.8020055000000297,5.142242500000066,3.4995099999999866,5.3665600000000495,1.0,0.0,0.0,0.0,0.0
35,4.606558800000003,0.4569201138931867,4.672705000000008,3.874900000000031,5.295529000000055,3.5417400000000043,5.559210000000007,1.0,0.0,0.0,0.0,0.0
36,4.726907400000004,0.48670980173543416,4.805650000000014,3.945407499999976,5.449205499999948,3.5833000000000084,5.753600000000006,1.0,0.0,0.0,0.0,0.0
37,4.846735000000008,0.5174045533245986,4.938430000000039,4.003965000000022,5.602538999999944,3.623739999999998,5.948700000000031,1.0,0.0,0.0,0.0,0.0
38,4.965364599999996,0.5487280510424664,5.072799999999972,4.0615385,5.754783999999995,3.662969999999973,6.1435599999999795,1.0,0.0,0.0,0.0,0.0
39,5.082204399999991,0.5804322991166097,5.217919999999992,4.118056499999961,5.9051684999999505,3.7006000000000085,6.337130000000002,1.0,0.0,0.0,0.0,0.0
40,5.196618799999997,0.6123282307738317,5.350149999999985,4.172992500000026,6.052907499999947,3.7365800000000036,6.528500000000008,1.0,0.0,0.0,0.0,0.0
41,5.307978200000009,0.6441549088524684,5.472024999999974,4.226122000000015,6.197944500000034,3.77049999999997,6.716660000000047,1.0,0.0,0.0,0.0,0.0
42,5.415659999999991,0.6757523212671702,5.584294999999997,4.276908499999996,6.3413550000000445,3.8020500000000084,6.9006500000000415,1.0,0.0,0.0,0.0,0.0
43,5.519036200000003,0.7068919936462517,5.692900000000066,4.325280000000021,6.484910500000029,3.831170000000043,7.07946000000004,1.0,0.0,0.0,0.0,0.0
44,5.617480000000009,0.737395016176287,5.801870000000008,4.370645500000006,6.622294999999985,3.8575000000000728,7.252100000000041,1.0,0.0,0.0,0.0,0.0
45,5.710371599999994,0.7671033134670208,5.901449999999954,4.412885499999976,6.753096500000003,3.88074000000006,7.41775999999993,1.0,0.0,0.0,0.0,0.0
46,5.797058000000002,0.7957960340054308,5.989790000000028,4.451489499999991,6.876807500000024,3.900669999999991,7.575199999999995,1.0,0.0,0.0,0.0,0.0
47,5.8769561999999995,0.8233214481347679,6.070329999999956,4.4861789999999875,6.992217000000039,3.917100000000005,7.72339999999997,1.0,0.0,0.0,0.0,0.0
48,5.949411600000006,0.8495263064967707,6.142674999999997,4.516524999999973,7.098238500000042,3.9296399999999494,7.86155999999994,1.0,0.0,0.0,0.0,0.0
49,6.011880000000003,0.8739680384222624,6.203980000000001,4.541001999999992,7.191954499999992,3.9366599999999607,7.986259999999902,1.0,0.0,0.0,0.0,0.0
50,6.060514400000006,0.8961137585040387,6.249709999999993,4.5566900000000485,7.2687349999999356,3.9360900000000356,8.092700000000036,1.0,0.0,0.0,0.0,0.0
51,6.100737799999993,0.9169173852026617,6.285539999999969,4.567682500000001,7.336999999999994,3.9309599999999136,8.188959999999952,1.0,0.0,0.0,0.0,0.0
