run_id,seed,train_r2,train_rmse,test_r2,test_rmse,train_loss,val_loss
1,42,0.985219654945916,12.499178235316133,0.786699556625611,6.351561463648091,0.014997942373156548,0.006843283772468567
2,84,0.9889695542035459,10.797810638554832,0.9409887873863982,3.3408109117803653,0.014377795159816742,0.006940138526260853
3,126,0.9896466594769529,10.461149862468462,0.9365987117016777,3.462849901887009,0.01246100477874279,0.005729127675294876
4,168,0.9898067402261473,10.37996097430705,0.9219025243697971,3.843289718723593,0.01215024758130312,0.005202461499720812
5,210,0.9877986315251412,11.356472300076627,0.9180719198713722,3.9364162407020347,0.01480871718376875,0.007000448647886515
6,252,0.9930054997389507,8.598397528226958,0.8294571287610458,5.67938632243541,0.013231942430138588,0.0067658997140824795
7,294,0.9864812847735247,11.95382474579085,0.9234926059347294,3.803963409600162,0.013225432485342026,0.006251727696508169
8,336,0.9910622312102559,9.719719512470444,0.6852104663632188,7.716045289400423,0.01372013334184885,0.005824702326208353
9,378,0.9867431701447634,11.837473389683826,0.8801949735055995,4.760166523197121,0.012489655055105686,0.0056745088659226894
10,420,0.9909208833012834,9.79627512701165,0.9574987734167265,2.83521082233174,0.013152371160686016,0.006171095184981823
11,462,0.9884230738785976,11.06205479710407,0.9211590019793586,3.8615412869347123,0.013252325356006622,0.006435205694288015
12,504,0.9893815839718105,10.594221359921272,0.8976261986633572,4.400267115629937,0.012992295436561108,0.005534675437957048
13,546,0.9879478089206265,11.286835066853184,0.9508801274628053,3.04798792090529,0.013932407833635807,0.006070722825825214
14,588,0.9889904950523439,10.787556169072783,0.9409284083858818,3.3425195976694666,0.01355232484638691,0.005935372319072485
15,630,0.9917886448052204,9.316367117430248,0.4566835306363186,10.137037682739324,0.013197831809520721,0.006256979890167713
16,672,0.9902880570954273,10.131931263990046,0.9613970569487642,2.702059039545194,0.012180723249912262,0.00508193438872695
17,714,0.9870849509234303,11.68388314971783,0.9086361294382279,4.156921955806281,0.01389152742922306,0.005707492120563984
18,756,0.9880419665136558,11.242659488039168,0.9114210817768702,4.093076031826399,0.012918805703520775,0.006043181288987398
19,798,0.9876764568678627,11.413187951937244,0.8470884147459722,5.3778021613191385,0.013155871070921421,0.005898334085941315
20,840,0.9862624049114728,12.050207637374953,0.8399518948008802,5.501864551627653,0.013023825362324715,0.006092558149248362
21,882,0.9923307992748889,9.003559249704695,0.8064491835945179,6.050372727170923,0.013621995225548744,0.006574943661689758
22,924,0.988711507393932,10.92338273966674,0.915230941453457,4.004085162957522,0.014379496686160564,0.00670362263917923
23,966,0.9910420078296691,9.73070964465543,0.8782981445802075,4.797701520187342,0.01365012489259243,0.006387921515852213
24,1008,0.9902082264626849,10.173487477659524,0.9618991979516166,2.6844275357166025,0.012200599536299706,0.004937390796840191
25,1050,0.9873630112995508,11.557422053797358,0.48536458079605793,9.865848958998575,0.013785244897007942,0.006211756728589535
26,1092,0.9846316168436365,12.74539396852518,0.4695988077399149,10.015828321290389,0.014662014320492744,0.006991728208959103
27,1134,0.9824392550939016,13.624188434102969,0.21111068192141746,12.214977286998971,0.013707776553928852,0.006424505729228258
28,1176,0.9819824297487065,13.800260568713048,-0.13746509085560343,14.667417848808842,0.014827235601842403,0.0080986013635993
29,1218,0.992214039433216,9.071837754434563,0.5467717686644679,9.258552701188705,0.01284392736852169,0.006005220580846071
30,1260,0.9891441146438421,10.712030454097794,0.8568422501782832,5.203458050764485,0.013911026529967785,0.0065733143128454685
31,1302,0.9846794686841694,12.725536120070547,0.4590994841684517,10.11447449945144,0.012992244213819504,0.006286182440817356
32,1344,0.9837491955513452,13.106194438992077,0.6867374944756597,7.6973074649209785,0.01316600851714611,0.006393232848495245
33,1386,0.9921530023871342,9.107327094925033,0.5333822005913025,9.394318422067412,0.014311409555375576,0.00673026405274868
34,1428,0.9907670510372921,9.878918259664951,0.9597694496459268,2.758434099404834,0.013705979101359844,0.006366450805217028
35,1470,0.9902177478237096,10.168540007937258,0.9739806454251633,2.218364392728597,0.014681519940495491,0.005793845746666193
36,1512,0.9917303567303585,9.349374630807725,0.8312859936272988,5.648851985586245,0.013261949643492699,0.00587470643222332
37,1554,0.9903942201348334,10.076402092283429,0.920212178770179,3.8846592418030585,0.012101770378649235,0.005143897607922554
38,1596,0.9840103603874031,13.00045379926697,0.5427952589754057,9.299080099044033,0.013671815395355225,0.0067481002770364285
39,1638,0.9950180313869169,7.2567083355949356,0.061490129211505096,13.32306198171517,0.012311269529163837,0.007717257831245661
40,1680,0.9841291144844306,12.952087031238,0.4765047047183678,9.950410951908149,0.013804418966174126,0.006115446798503399
41,1722,0.990181179081023,10.187528674575338,0.9536829581859954,2.9597500255963336,0.014395317994058132,0.005614615976810455
42,1764,0.9850576037934436,12.567511706736305,0.6804104970242268,7.774650575153805,0.013690143823623657,0.006429687608033419
43,1806,0.9884661920616098,11.041435305780649,0.6364216972138321,8.292464194507346,0.012158350087702274,0.0057980576530098915
44,1848,0.9905229049099259,10.008679759268087,0.9375616111101006,3.4364534880303754,0.013108544982969761,0.006068851333111525
45,1890,0.9892420500511839,10.663602167222061,0.9239289613030084,3.7931000583855794,0.012374287471175194,0.005286221392452717
46,1932,0.9877620842267403,11.373467854477282,0.6274493964985383,8.394160360111414,0.01425174344331026,0.006758438423275948
47,1974,0.9885479772159,11.002218768920274,0.8403780096793066,5.494535539882032,0.014400112442672253,0.006093469448387623
48,2016,0.9910429570656758,9.730194072387864,0.7272100650623257,7.182883077955239,0.012919198721647263,0.0064615728333592415
