time_index,mean,std,p05,p25,p50,p75,p95,actual
21,1233.4443,3.6365957,1227.2589,1231.1201,1233.6106,1236.163,1239.5598,1243.115751045252
22,1233.5522,3.6398354,1227.3704,1231.22,1233.7201,1236.2684,1239.6757,1243.206934496617
23,1233.6652,3.6432965,1227.487,1231.3237,1233.8347,1236.3784,1239.7965,1243.292580878474
24,1233.7823,3.6469944,1227.6085,1231.4309,1233.9541,1236.4927,1239.922,1243.372972518061
25,1233.9036,3.6509087,1227.7343,1231.5413,1234.0779,1236.6106,1240.0515,1243.448391742611
26,1234.0283,3.6550674,1227.8639,1231.6522,1234.2053,1236.7318,1240.1849,1243.519120879362
27,1234.1561,3.659481,1227.9968,1231.7603,1234.3362,1236.8562,1240.3215,1243.585442255549
28,1234.2867,3.664144,1228.1328,1231.8701,1234.47,1236.9828,1240.4612,1243.647638198408
29,1234.4197,3.6690516,1228.2711,1231.9812,1234.6064,1237.1117,1240.6033,1243.705991035176
30,1234.5543,3.674214,1228.4115,1232.0933,1234.7495,1237.2423,1240.7474,1243.760783093087
31,1234.6907,3.6796467,1228.5535,1232.206,1234.8989,1237.3741,1240.8933,1243.812296699377
32,1234.8278,3.685333,1228.6967,1232.3203,1235.0499,1237.5068,1241.0404,1243.860814181284
33,1234.9656,3.691265,1228.8405,1232.4602,1235.19,1237.64,1241.1885,1243.906617866042
34,1235.1036,3.697487,1228.9845,1232.6001,1235.3285,1237.7733,1241.3369,1243.949990080887
35,1235.2413,3.7039447,1229.1283,1232.7397,1235.4583,1237.9062,1241.4854,1243.991213153056
36,1235.3784,3.7106616,1229.2715,1232.8784,1235.583,1238.0515,1241.6335,1244.030569409784
37,1235.5145,3.7176032,1229.4135,1233.0161,1235.707,1238.1982,1241.789,1244.068341178307
38,1235.649,3.7247953,1229.554,1233.1519,1235.8394,1238.3435,1241.9507,1244.104810785861
39,1235.7817,3.7322044,1229.6925,1233.2854,1235.9735,1238.4869,1242.1108,1244.140260559682
40,1235.9121,3.7398329,1229.8287,1233.4131,1236.1055,1238.6283,1242.2689,1244.174972827006
41,1236.0398,3.7476509,1229.9619,1233.5217,1236.2351,1238.7694,1242.4243,1244.209229915068
42,1236.1643,3.7556417,1230.0919,1233.6272,1236.3616,1238.9073,1242.5768,1244.243314151105
43,1236.2853,3.763792,1230.218,1233.7292,1236.4849,1239.0417,1242.7213,1244.277507862352
44,1236.4023,3.7721045,1230.3401,1233.8274,1236.6044,1239.1724,1242.8473,1244.312093376045
45,1236.515,3.780517,1230.4575,1233.9211,1236.7196,1239.2983,1242.9688,1244.347353019421
46,1236.6229,3.7890337,1230.5686,1234.0103,1236.8302,1239.4194,1243.0853,1244.383569119715
47,1236.7256,3.7976177,1230.6727,1234.0942,1236.9358,1239.5353,1243.1965,1244.421024004163
48,1236.8228,3.8062565,1230.7709,1234.173,1237.0359,1239.6451,1243.302,1244.46
49,1236.9138,3.8149123,1230.8628,1234.245,1237.1307,1239.749,1243.4011,1244.50072362188
50,1237.0004,3.8236887,1230.9496,1234.3062,1237.2437,1239.8477,1243.4957,1244.543198134119
51,1237.0876,3.8329115,1231.0372,1234.3674,1237.3579,1239.9465,1243.5916,1244.58737098845
52,1237.1794,3.8427541,1231.1293,1234.4316,1237.4784,1240.0508,1243.6923,1244.633189636607
53,1237.2754,3.853167,1231.2256,1234.4985,1237.6044,1240.1594,1243.7974,1244.680601530323
54,1237.3749,3.86409,1231.3254,1234.5677,1237.7351,1240.2725,1243.9064,1244.729554121332
55,1237.4774,3.8755264,1231.4187,1234.639,1237.8293,1240.3889,1244.0189,1244.779994861366
56,1237.5826,3.8873765,1231.5046,1234.7123,1237.921,1240.5083,1244.1343,1244.83187120216
57,1237.6901,3.8996062,1231.5924,1234.7869,1238.0146,1240.6302,1244.2521,1244.885130595446
58,1237.7992,3.9121616,1231.6815,1234.8627,1238.1096,1240.7542,1244.3717,1244.939720492958
59,1237.9095,3.924982,1231.7717,1234.9395,1238.2058,1240.8794,1244.4927,1244.99558834643
60,1238.0206,3.937982,1231.8625,1235.0168,1238.3027,1241.0055,1244.6145,1245.052681607594
61,1238.1321,3.9511294,1231.9536,1235.0947,1238.3999,1241.132,1244.7366,1245.110947728184
62,1238.2434,3.9643416,1232.0446,1235.1726,1238.5083,1241.258,1244.8586,1245.170334159933
63,1238.354,3.97754,1232.1351,1235.2502,1238.6052,1241.3835,1244.9799,1245.230788354575
64,1238.4636,3.9906847,1232.2249,1235.3274,1238.6875,1241.5077,1245.1,1245.292257763843
65,1238.5718,4.0036516,1232.3135,1235.4038,1238.7689,1241.6299,1245.2184,1245.35468983947
66,1238.6779,4.0163927,1232.4005,1235.4791,1238.8494,1241.75,1245.3346,1245.41803203319
67,1238.7815,4.0288115,1232.4857,1235.5532,1238.9282,1241.8671,1245.448,1245.482231796736
68,1238.8822,4.040851,1232.5686,1235.6256,1239.0055,1241.9806,1245.5583,1245.547236581842
69,1238.9796,4.0524244,1232.6488,1235.6962,1239.0808,1242.0903,1245.6648,1245.61299384024
70,1239.0731,4.063427,1232.7263,1235.7644,1239.1538,1242.1956,1245.7672,1245.679451023664
71,1239.1625,4.0737643,1232.8003,1235.8303,1239.2241,1242.2959,1245.8647,1245.746555583848
72,1239.2471,4.0834017,1232.8707,1235.8936,1239.2916,1242.3906,1245.9572,1245.814254972524
73,1239.3265,4.092196,1232.9371,1235.9539,1239.356,1242.4791,1246.0437,1245.882496641427
74,1239.4003,4.100102,1232.9993,1236.0107,1239.4167,1242.5613,1246.124,1245.951228042289
75,1239.468,4.107039,1233.0565,1236.0643,1239.4739,1242.6365,1246.1978,1246.020396626844
76,1239.5293,4.112896,1233.1088,1236.1139,1239.527,1242.7039,1246.264,1246.089949846826
77,1239.5835,4.117606,1233.1556,1236.1594,1239.5757,1242.7631,1246.3228,1246.159835153966
78,1239.6304,4.1211085,1233.1967,1236.2006,1239.6198,1242.8136,1246.3732,1246.23
79,1239.6693,4.123285,1233.2316,1236.2372,1239.6588,1242.8551,1246.4149,1246.30040301258
80,1239.7013,4.12436,1233.2611,1236.2695,1239.6936,1242.8884,1246.449,1246.371047523038
81,1239.7306,4.1249433,1233.2887,1236.3008,1239.727,1242.9186,1246.4805,1246.441948038625
82,1239.7605,4.1255317,1233.3167,1236.3326,1239.761,1242.9492,1246.5125,1246.513119066595
83,1239.791,4.126133,1233.3453,1236.365,1239.796,1242.9805,1246.5453,1246.584575114197
84,1239.822,4.1267204,1233.3744,1236.3982,1239.8317,1243.0122,1246.5786,1246.656330688685
85,1239.8536,4.1272984,1233.404,1236.4319,1239.8682,1243.0446,1246.6125,1246.728400297309
86,1239.8857,4.127882,1233.4343,1236.4663,1239.905,1243.0773,1246.6471,1246.800798447322
87,1239.9183,4.1284704,1233.4648,1236.5012,1239.9429,1243.1106,1246.6823,1246.873539645976
88,1239.9514,4.129061,1233.496,1236.5366,1239.9812,1243.1444,1246.7179,1246.946638400522
89,1239.985,4.129653,1233.5271,1236.5728,1240.0203,1243.1786,1246.7542,1247.020109218212
90,1240.019,4.1302524,1233.5587,1236.6094,1240.0598,1243.2134,1246.791,1247.093966606298
91,1240.0535,4.130847,1233.5907,1236.6465,1240.1001,1243.2484,1246.8281,1247.168225072031
92,1240.0884,4.131467,1233.623,1236.6841,1240.1409,1243.2839,1246.866,1247.242899122664
93,1240.1237,4.1320753,1233.6559,1236.7222,1240.1821,1243.32,1246.904,1247.318003265448
94,1240.1593,4.132683,1233.689,1236.7607,1240.2239,1243.3562,1246.9427,1247.393552007635
95,1240.1954,4.1333246,1233.7225,1236.7997,1240.2661,1243.393,1246.9818,1247.469559856477
96,1240.2318,4.1339593,1233.7565,1236.8391,1240.3088,1243.4299,1247.0212,1247.546041319225
97,1240.2686,4.1345854,1233.7908,1236.8788,1240.352,1243.4674,1247.061,1247.623010903131
98,1240.3057,4.135246,1233.8251,1236.9191,1240.3956,1243.5051,1247.1013,1247.700483115447
99,1240.343,4.135917,1233.86,1236.9595,1240.4397,1243.5432,1247.1418,1247.778472463426
100,1240.3807,4.136586,1233.895,1237.0002,1240.4839,1243.5815,1247.1827,1247.856993454318
101,1240.4187,4.137276,1233.9304,1237.0415,1240.5286,1243.6201,1247.224,1247.936060595375
102,1240.457,4.1379786,1233.966,1237.0828,1240.5737,1243.659,1247.2655,1248.015688393849
103,1240.4956,4.1386814,1234.0018,1237.1245,1240.6189,1243.6981,1247.3073,1248.095891356993
104,1240.5343,4.139411,1234.0378,1237.1665,1240.6646,1243.7375,1247.3494,1248.176683992057
105,1240.5732,4.1401505,1234.0742,1237.2087,1240.7104,1243.7772,1247.3916,1248.258080806293
106,1240.6124,4.1409097,1234.1106,1237.2512,1240.7563,1243.817,1247.434,1248.340096306954
107,1240.6519,4.141671,1234.1472,1237.2937,1240.8027,1243.857,1247.4767,1248.422745001291
108,1240.6913,4.142449,1234.184,1237.3367,1240.8491,1243.8972,1247.5195,1248.506041396556
109,1240.731,4.143271,1234.2208,1237.3795,1240.8958,1243.9376,1247.5626,1248.59
110,1240.7709,4.1440744,1234.2579,1237.4226,1240.9424,1243.9783,1247.6057,1248.674613489346
111,1240.8105,4.1449213,1234.2947,1237.4656,1240.989,1244.0186,1247.6487,1248.759787224194
112,1240.8491,4.1458397,1234.3303,1237.5073,1241.0344,1244.058,1247.6906,1248.845404734617
113,1240.886,4.146877,1234.3636,1237.5476,1241.0781,1244.0958,1247.7308,1248.931349550686
114,1240.9211,4.147981,1234.3954,1237.5859,1241.1107,1244.132,1247.7692,1249.017505202473
115,1240.9547,4.149197,1234.4252,1237.6228,1241.1417,1244.1665,1247.8063,1249.103755220048
116,1240.987,4.1504855,1234.4534,1237.6584,1241.1714,1244.2,1247.8417,1249.189983133484
117,1241.018,4.1518393,1234.4799,1237.6925,1241.2,1244.2318,1247.8759,1249.276072472851
118,1241.0475,4.1532583,1234.505,1237.7253,1241.2272,1244.2628,1247.9087,1249.361906768223
119,1241.0759,4.1547318,1234.5289,1237.7571,1241.2534,1244.2925,1247.9404,1249.447369549669
120,1241.1034,4.1562696,1234.5516,1237.7876,1241.2786,1244.3212,1247.9711,1249.532344347261
121,1241.1299,4.157824,1234.5732,1237.8174,1241.303,1244.3489,1248.0007,1249.616714691072
122,1241.1554,4.1594486,1234.594,1237.8461,1241.3267,1244.3765,1248.0295,1249.700364111172
123,1241.1802,4.161081,1234.6138,1237.874,1241.3495,1244.4075,1248.0575,1249.783176137633
124,1241.2043,4.162726,1234.633,1237.9012,1241.3792,1244.4377,1248.0847,1249.865034300527
125,1241.2279,4.16439,1234.6516,1237.9272,1241.4122,1244.4675,1248.1115,1249.945822129925
126,1241.251,4.1660347,1234.6698,1237.9482,1241.4446,1244.4968,1248.1376,1250.025423155898
127,1241.2737,4.1677127,1234.6875,1237.9689,1241.4766,1244.5221,1248.1632,1250.103720908518
128,1241.296,4.1693444,1234.7051,1237.9893,1241.5082,1244.5437,1248.1886,1250.180598917857
129,1241.3182,4.170955,1234.7227,1238.0099,1241.5393,1244.565,1248.2136,1250.255940713986
130,1241.3403,4.172539,1234.7401,1238.0317,1241.5703,1244.5862,1248.2388,1250.329629826976
131,1241.3624,4.1740756,1234.7577,1238.0535,1241.6033,1244.6075,1248.2637,1250.4015497869
132,1241.3846,4.175565,1234.7756,1238.0754,1241.637,1244.6289,1248.2886,1250.471584123828
133,1241.407,4.176986,1234.7941,1238.0977,1241.6707,1244.6506,1248.3137,1250.539616367832
134,1241.4296,4.178363,1234.8127,1238.12,1241.7039,1244.6726,1248.3391,1250.605530048984
135,1241.4526,4.179641,1234.8323,1238.1428,1241.7373,1244.6951,1248.3646,1250.669208697355
136,1241.4761,4.1808224,1234.8524,1238.1663,1241.7705,1244.718,1248.3907,1250.730535843017
137,1241.5001,4.1819296,1234.8734,1238.1903,1241.8038,1244.7417,1248.4174,1250.789395016041
138,1241.5249,4.182915,1234.8955,1238.2148,1241.8372,1244.7661,1248.4445,1250.845669746498
139,1241.5504,4.183795,1234.9186,1238.2404,1241.8707,1244.7913,1248.4724,1250.899243564461
140,1241.5768,4.184541,1234.943,1238.2667,1241.9044,1244.8175,1248.5011,1250.95
141,1241.604,4.185169,1234.9688,1238.2941,1241.9385,1244.8446,1248.5306,1250.997930712141
142,1241.6324,4.1856365,1234.9958,1238.3225,1241.9727,1244.873,1248.5612,1251.043459875724
143,1241.6619,4.1859636,1235.0245,1238.3522,1242.0073,1244.9026,1248.5928,1251.087119794543
144,1241.6926,4.186165,1235.0549,1238.3829,1242.0425,1244.9336,1248.6254,1251.129442772392
145,1241.7245,4.1862454,1235.0868,1238.415,1242.0782,1244.966,1248.6593,1251.170961113063
146,1241.7578,4.186208,1235.1204,1238.4486,1242.115,1244.9996,1248.6946,1251.212207120352
147,1241.7925,4.1860905,1235.1556,1238.4836,1242.1526,1245.0348,1248.7312,1251.253713098052
148,1241.8286,4.1858964,1235.1926,1238.52,1242.1914,1245.0715,1248.7693,1251.296011349956
149,1241.8665,4.185613,1235.2313,1238.5581,1242.2314,1245.1099,1248.809,1251.339634179858
150,1241.9058,4.1852903,1235.272,1238.5978,1242.273,1245.1498,1248.8503,1251.385113891553
151,1241.9469,4.184964,1235.3142,1238.6392,1242.316,1245.1915,1248.8934,1251.432982788834
152,1241.9897,4.18459,1235.3584,1238.6824,1242.3608,1245.2351,1248.9384,1251.483773175495
153,1242.0343,4.1842217,1235.4044,1238.7273,1242.4076,1245.2804,1248.9852,1251.538017355329
154,1242.0808,4.183871,1235.4524,1238.7742,1242.4563,1245.3274,1249.034,1251.59624763213
155,1242.1294,4.183548,1235.5023,1238.823,1242.5072,1245.3767,1249.085,1251.658996309693
156,1242.18,4.183265,1235.5542,1238.8738,1242.5604,1245.428,1249.1381,1251.72679569181
157,1242.2328,4.1830516,1235.6079,1238.9269,1242.6161,1245.4812,1249.1934,1251.800178082276
158,1242.2876,4.182887,1235.664,1238.9819,1242.6743,1245.5366,1249.251,1251.879675784885
159,1242.3447,4.1828303,1235.7219,1239.0393,1242.7356,1245.5942,1249.3112,1251.96582110343
160,1242.4043,4.182884,1235.782,1239.0989,1242.7996,1245.654,1249.3738,1252.059146341704
161,1242.4662,4.183052,1235.8441,1239.161,1242.8667,1245.7163,1249.439,1252.160183803503
162,1242.5305,4.1833525,1235.9084,1239.2255,1242.937,1245.7808,1249.507,1252.269465792619
163,1242.5975,4.1838393,1235.9749,1239.2922,1243.0107,1245.8478,1249.5776,1252.387524612846
164,1242.667,4.184463,1236.0437,1239.3618,1243.0881,1245.9172,1249.6511,1252.514892567979
165,1242.7393,4.1852965,1236.1146,1239.4338,1243.169,1245.9895,1249.7277,1252.65210196181
166,1242.8142,4.1863213,1236.1879,1239.5087,1243.2537,1246.0641,1249.8073,1252.799685098134
167,1242.892,4.187562,1236.2634,1239.586,1243.3401,1246.1414,1249.8898,1252.958174280745
168,1242.9727,4.1890693,1236.3412,1239.6665,1243.4177,1246.2216,1249.9756,1253.128101813435
169,1243.0563,4.190838,1236.4215,1239.7498,1243.4977,1246.3044,1250.0647,1253.31
170,1243.143,4.1928625,1236.5042,1239.8358,1243.5803,1246.3901,1250.1571,1253.504231947576
171,1243.2339,4.195366,1236.5901,1239.9257,1243.6667,1246.48,1250.2545,1253.710483976672
172,1243.3328,4.1987524,1236.6825,1240.0223,1243.7617,1246.5782,1250.3608,1253.928273211141
173,1243.4421,4.203267,1236.7832,1240.1279,1243.8678,1246.6875,1250.4785,1254.157116774837
174,1243.5613,4.2088675,1236.892,1240.2422,1243.9845,1246.8071,1250.6072,1254.396531791611
175,1243.6901,4.2154803,1237.0083,1240.3645,1244.1113,1246.9368,1250.7465,1254.646035385317
176,1243.8279,4.22307,1237.132,1240.4945,1244.2477,1247.0759,1250.8956,1254.905144679807
177,1243.9742,4.231549,1237.2627,1240.6273,1244.3932,1247.2241,1251.0543,1255.173376798934
178,1244.1288,4.2408776,1237.4014,1240.7625,1244.5476,1247.3807,1251.2218,1255.450248866551
179,1244.291,4.2509856,1237.5592,1240.9045,1244.71,1247.5455,1251.3978,1255.73527800651
180,1244.4604,4.2618375,1237.7233,1241.053,1244.8759,1247.7178,1251.5818,1256.027981342665
181,1244.6366,4.273361,1237.894,1241.2109,1245.0496,1247.8972,1251.7732,1256.327875998868
182,1244.8191,4.2855225,1238.071,1241.3777,1245.231,1248.0833,1251.9716,1256.634479098971
183,1245.0074,4.298221,1238.2538,1241.5493,1245.4192,1248.2753,1252.1764,1256.947307766829
184,1245.2013,4.311449,1238.4421,1241.7252,1245.614,1248.4731,1252.387,1257.265879126292
185,1245.4001,4.325134,1238.6351,1241.9054,1245.8147,1248.676,1252.6033,1257.589710301214
186,1245.6034,4.3392305,1238.8328,1242.0895,1246.0205,1248.8837,1252.8242,1257.918318415448
187,1245.8109,4.35367,1239.0344,1242.2769,1246.231,1249.0964,1253.0498,1258.251220592846
188,1246.0219,4.3683953,1239.2396,1242.4673,1246.4456,1249.3198,1253.2792,1258.587933957263
189,1246.236,4.383363,1239.4479,1242.6606,1246.6636,1249.5591,1253.5121,1258.927975632548
190,1246.453,4.3985,1239.659,1242.8563,1246.8812,1249.805,1253.7478,1259.270862742557
191,1246.6722,4.413763,1239.8724,1243.0542,1247.0964,1250.0535,1253.9861,1259.616112411141
192,1246.8933,4.429103,1240.0878,1243.2538,1247.3135,1250.304,1254.2263,1259.963241762154
193,1247.1157,4.444418,1240.3044,1243.4547,1247.5319,1250.5499,1254.468,1260.311767919447
194,1247.3394,4.459696,1240.5221,1243.657,1247.7512,1250.7732,1254.7106,1260.661208006874
195,1247.5634,4.47486,1240.7405,1243.86,1247.9708,1250.9968,1254.9537,1261.011079148288
196,1247.7875,4.489847,1240.9589,1244.0635,1248.1904,1251.2202,1255.1968,1261.360898467541
197,1248.0112,4.5046163,1241.177,1244.267,1248.4095,1251.443,1255.4393,1261.710183088486
198,1248.2343,4.5190954,1241.3944,1244.4703,1248.6274,1251.6648,1255.6809,1262.058450134975
199,1248.4562,4.533212,1241.6107,1244.6898,1248.844,1251.8848,1255.921,1262.405216730863
200,1248.6764,4.546936,1241.8254,1244.9104,1249.0583,1252.1028,1256.1592,1262.75
201,1248.8947,4.560197,1242.0381,1245.1306,1249.2704,1252.3181,1256.3949,1263.09240646678
202,1249.1106,4.573014,1242.2488,1245.3502,1249.4797,1252.5311,1256.6282,1263.432400257749
203,1249.3251,4.5856185,1242.4579,1245.5687,1249.6877,1252.7424,1256.8596,1263.770034899996
204,1249.5386,4.5982223,1242.666,1245.7861,1249.895,1252.9526,1257.0901,1264.105363920607
205,1249.751,4.6107764,1242.8733,1246.0024,1250.1013,1253.1621,1257.3196,1264.438440846671
206,1249.9625,4.6233125,1243.0798,1246.2175,1250.3042,1253.3706,1257.548,1264.769319205273
207,1250.1733,4.6358376,1243.2854,1246.4316,1250.5048,1253.5784,1257.7756,1265.098052523501
208,1250.3832,4.64833,1243.4901,1246.6448,1250.7046,1253.7853,1258.0023,1265.424694328442
209,1250.5922,4.660801,1243.6942,1246.8569,1250.9038,1253.9915,1258.228,1265.749298147183
210,1250.8004,4.673244,1243.8973,1247.0681,1251.1023,1254.1968,1258.4529,1266.071917506812
211,1251.0078,4.6856585,1244.1,1247.2776,1251.3,1254.4014,1258.6771,1266.392605934416
212,1251.2145,4.698065,1244.3018,1247.4778,1251.5015,1254.6055,1258.9005,1266.711416957081
213,1251.4205,4.71046,1244.5029,1247.6771,1251.711,1254.8088,1259.1232,1267.028404101896
214,1251.6259,4.7228193,1244.7034,1247.8755,1251.9202,1255.0151,1259.3451,1267.343620895946
215,1251.8306,4.7351727,1244.9032,1248.0735,1252.1284,1255.2234,1259.5663,1267.65712086632
216,1252.0347,4.7474847,1245.1024,1248.2705,1252.3362,1255.431,1259.7869,1267.968957540104
217,1252.2382,4.759791,1245.3011,1248.467,1252.5435,1255.6381,1260.007,1268.279184444387
218,1252.4409,4.77209,1245.4993,1248.6628,1252.75,1255.8446,1260.2264,1268.587855106253
219,1252.6433,4.7843757,1245.6968,1248.8582,1252.9559,1256.0508,1260.4453,1268.895023052792
220,1252.8452,4.79664,1245.8938,1249.0527,1253.1614,1256.2568,1260.6638,1269.20074181109
221,1253.0465,4.808882,1246.0905,1249.2468,1253.3665,1256.4625,1260.8817,1269.505064908234
222,1253.2476,4.8211207,1246.2856,1249.4407,1253.5709,1256.6678,1261.0991,1269.808045871312
223,1253.448,4.8333426,1246.48,1249.6338,1253.775,1256.8728,1261.3163,1270.109738227411
224,1253.6481,4.845563,1246.674,1249.8265,1253.9786,1257.0773,1261.533,1270.410195503617
225,1253.848,4.8577585,1246.8674,1250.019,1254.1819,1257.2812,1261.7517,1270.709471227018
226,1254.0474,4.8699403,1247.0607,1250.2109,1254.3848,1257.4851,1261.9707,1271.007618924702
227,1254.2465,4.882125,1247.242,1250.4027,1254.5874,1257.6886,1262.1895,1271.304692123754
228,1254.4453,4.8943057,1247.4227,1250.594,1254.7896,1257.8918,1262.408,1271.600744351264
229,1254.6439,4.9064765,1247.6031,1250.7852,1254.9915,1258.0948,1262.6262,1271.895829134316
230,1254.8423,4.9186378,1247.7833,1250.9761,1255.1931,1258.2976,1262.8442,1272.19
231,1255.0405,4.930792,1247.9631,1251.1669,1255.3945,1258.5001,1263.0621,1272.483326653522
232,1255.2379,4.943026,1248.141,1251.3567,1255.5951,1258.7019,1263.2794,1272.775943512573
233,1255.4325,4.9556355,1248.3157,1251.5431,1255.7935,1258.9009,1263.494,1273.068001172964
234,1255.6232,4.9687576,1248.4858,1251.7247,1255.9885,1259.0957,1263.7046,1273.359650230506
235,1255.8102,4.98236,1248.652,1251.9023,1256.181,1259.2869,1263.912,1273.651041281009
236,1255.994,4.9963655,1248.8148,1252.0763,1256.3708,1259.4747,1264.1161,1273.942324920284
237,1256.1752,5.010729,1248.9744,1252.2471,1256.5583,1259.6599,1264.3175,1274.233651744142
238,1256.354,5.025417,1249.1315,1252.415,1256.7441,1259.8425,1264.5167,1274.525172348395
239,1256.5309,5.0403438,1249.2864,1252.581,1256.9282,1260.0232,1264.714,1274.817037328853
240,1256.7063,5.0554643,1249.4398,1252.7452,1257.1113,1260.2024,1264.9099,1275.109397281326
241,1256.8806,5.0707326,1249.5919,1252.9083,1257.2935,1260.3805,1265.1046,1275.402402801627
242,1257.0543,5.086069,1249.7434,1253.0708,1257.4724,1260.5579,1265.2988,1275.696204485565
243,1257.2278,5.1014056,1249.8947,1253.2329,1257.6448,1260.7349,1265.4927,1275.990952928951
244,1257.4014,5.1167483,1250.0461,1253.3955,1257.8171,1260.9121,1265.6866,1276.286798727597
245,1257.5756,5.131955,1250.1985,1253.5588,1257.9902,1261.0905,1265.8811,1276.583892477313
246,1257.7506,5.1470065,1250.3519,1253.7235,1258.164,1261.2695,1266.0764,1276.88238477391
247,1257.9272,5.161864,1250.5068,1253.89,1258.3392,1261.45,1266.2732,1277.182426213199
248,1258.1056,5.1764402,1250.6641,1254.0588,1258.5162,1261.6321,1266.4717,1277.484167390991
249,1258.2863,5.190688,1250.8239,1254.2303,1258.6953,1261.8164,1266.6722,1277.787758903097
250,1258.4695,5.20454,1250.9867,1254.4126,1258.877,1262.0032,1266.8752,1278.093351345327
251,1258.6559,5.21794,1251.153,1254.6008,1259.0614,1262.1929,1267.0814,1278.401095313493
252,1258.8457,5.2308354,1251.3232,1254.7927,1259.2493,1262.3861,1267.2906,1278.711141403406
253,1259.0394,5.243181,1251.498,1254.989,1259.4409,1262.5837,1267.5038,1279.023640210876
254,1259.2374,5.2548857,1251.6777,1255.19,1259.6365,1262.7859,1267.721,1279.338742331714
255,1259.4402,5.265926,1251.8628,1255.396,1259.8367,1262.9928,1267.9427,1279.65659836173
256,1259.648,5.276217,1252.0536,1255.6078,1260.0417,1263.2048,1268.1693,1279.977358896737
257,1259.8615,5.2857423,1252.2507,1255.8256,1260.252,1263.4226,1268.4012,1280.301174532545
258,1260.0807,5.2944317,1252.4546,1256.0432,1260.4679,1263.6464,1268.6389,1280.628195864964
259,1260.3063,5.302261,1252.6658,1256.2634,1260.6898,1263.8768,1268.8827,1280.958573489806
260,1260.5387,5.3091564,1252.8844,1256.49,1260.9182,1264.1139,1269.133,1281.292458002881
261,1260.7783,5.3150725,1253.1112,1256.723,1261.1533,1264.3585,1269.3903,1281.63
262,1261.0254,5.320015,1253.3466,1256.9629,1261.3956,1264.6108,1269.6547,1281.971310301226
263,1261.2798,5.3239775,1253.5902,1257.2097,1261.6448,1264.8705,1269.9261,1282.316340623625
264,1261.5396,5.3273096,1253.8398,1257.4613,1261.8994,1265.1359,1270.203,1282.665002908517
265,1261.8033,5.330202,1254.0944,1257.7168,1262.1575,1265.4053,1270.4835,1283.017209097218
266,1262.071,5.3326797,1254.3531,1257.976,1262.4194,1265.6787,1270.768,1283.372871131049
267,1262.3429,5.334763,1254.6166,1258.2389,1262.685,1265.9562,1271.0562,1283.731900951327
268,1262.6187,5.336459,1254.8844,1258.5056,1262.9546,1266.2378,1271.3483,1284.09421049937
269,1262.8983,5.3377957,1255.1569,1258.7759,1263.2002,1266.5234,1271.6443,1284.459711716498
270,1263.1821,5.338773,1255.434,1259.05,1263.4478,1266.8132,1271.9443,1284.828316544028
271,1263.47,5.3394437,1255.7155,1259.3279,1263.6981,1267.1073,1272.248,1285.199936923278
272,1263.7618,5.3398013,1256.0016,1259.6095,1263.9512,1267.4054,1272.5558,1285.574484795568
273,1264.0579,5.339835,1256.2922,1259.8949,1264.2069,1267.7075,1272.8676,1285.951872102215
274,1264.3579,5.339633,1256.5875,1260.184,1264.4653,1268.0138,1273.1833,1286.332010784539
