Date,Mean_Prediction,Std_Prediction,Min_Prediction,Max_Prediction,Q25_Prediction,Q75_Prediction
2019-11-04,958.1518640136719,4.044988818644813,946.0601806640625,965.5894165039062,955.9957733154297,960.6723022460938
2019-11-05,958.2447082519532,4.048404168197076,946.1423950195312,965.68701171875,956.0924072265625,960.7654724121094
2019-11-06,958.3379992675781,4.0518394209415005,946.2251586914062,965.78515625,956.1895446777344,960.8591461181641
2019-11-07,958.4317126464844,4.055297086474804,946.308349609375,965.8836059570312,956.2870178222656,960.9533081054688
2019-11-08,958.5258776855469,4.058762859217983,946.3919067382812,965.982421875,956.3849639892578,961.0478515625
2019-11-09,958.6204919433594,4.062270982132024,946.4758911132812,966.081787109375,956.4833984375,961.1429748535156
2019-11-10,958.7155541992188,4.065770772821963,946.5604248046875,966.1814575195312,956.5823974609375,961.238525390625
2019-11-11,958.8110827636718,4.069319470825416,946.6453247070312,966.2816162109375,956.6817474365234,961.3346405029297
2019-11-12,958.9070764160156,4.0728604055970745,946.7307739257812,966.3821411132812,956.7816162109375,961.43115234375
2019-11-13,959.0035339355469,4.076449208269958,946.8165283203125,966.4830932617188,956.8818817138672,961.5281982421875
2019-11-14,959.1004724121094,4.080025933197091,946.9028930664062,966.5845947265625,956.9827575683594,961.6257019042969
2019-11-15,959.1978942871094,4.083641147809664,946.98974609375,966.6864624023438,957.0840454101562,961.7238159179688
2019-11-16,959.2958032226562,4.087270250898307,947.0770263671875,966.7888793945312,957.1858978271484,961.8223724365234
2019-11-17,959.3941772460937,4.090920651554577,947.164794921875,966.8916015625,957.2881927490234,961.9184417724609
2019-11-18,959.4930407714844,4.094585248928457,947.2530517578125,966.9948120117188,957.3909759521484,962.0130462646484
2019-11-19,959.5924182128906,4.098285074916199,947.3417358398438,967.0985107421875,957.4943542480469,962.108154296875
2019-11-20,959.6922937011718,4.1019954308555375,947.4310302734375,967.2026977539062,957.5981903076172,962.2037353515625
2019-11-21,959.7926745605469,4.1057208508807745,947.5208129882812,967.3072509765625,957.7025299072266,962.2998199462891
2019-11-22,959.8935656738281,4.109481156276151,947.6109619140625,967.4124145507812,957.8074798583984,962.3963928222656
2019-11-23,959.9949597167969,4.113235715918141,947.7017822265625,967.5178833007812,957.9100799560547,962.4934844970703
2019-11-24,960.0968713378907,4.117035031454838,947.79296875,967.6238403320312,958.0125885009766,962.5910491943359
2019-11-25,960.19931640625,4.120845004196604,947.884765625,967.7304077148438,958.1156616210938,962.6939239501953
2019-11-26,960.30228515625,4.124668596745881,947.9771118164062,967.8373413085938,958.2192687988281,962.7982635498047
2019-11-27,960.40576171875,4.128520590827855,948.0700073242188,967.9448852539062,958.3234558105469,962.9031372070312
2019-11-28,960.5097875976562,4.132390516087859,948.1633911132812,968.0528564453125,958.4280853271484,963.0084838867188
2019-11-29,960.6143383789063,4.136278327846484,948.25732421875,968.1612548828125,958.5333709716797,963.1145324707031
2019-11-30,960.7194287109374,4.140182229915576,948.3517456054688,968.2701416015625,958.6390838623047,963.2210235595703
2019-12-01,960.8250390625,4.144109511539362,948.4467163085938,968.3795776367188,958.7453918457031,963.328125
2019-12-02,960.9312292480469,4.14807109947298,948.542236328125,968.4895629882812,958.8523254394531,963.4358367919922
2019-12-03,961.0379565429688,4.152042149932763,948.6383056640625,968.5999145507812,958.959716796875,963.5440826416016
2019-12-04,961.1452209472657,4.156028274616304,948.73486328125,968.7108764648438,959.0677185058594,963.6529235839844
2019-12-05,961.2530444335938,4.1600397498944055,948.8321533203125,968.8223266601562,959.1763305664062,963.7623443603516
2019-12-06,961.3614184570313,4.164060998451805,948.9298095703125,968.9342041015625,959.2854614257812,963.8724060058594
2019-12-07,961.4703540039062,4.168122965476142,949.028076171875,969.0466918945312,959.3951416015625,963.9800415039062
2019-12-08,961.5798510742187,4.172193161535454,949.126953125,969.1596069335938,959.5053405761719,964.0877838134766
2019-12-09,961.6899035644532,4.176279977208734,949.226318359375,969.2730102539062,959.6162109375,964.196044921875
2019-12-10,961.8005261230469,4.180387201439636,949.3263549804688,969.386962890625,959.7276306152344,964.304931640625
2019-12-11,961.9117138671875,4.184510207294522,949.4268798828125,969.5015258789062,959.8396606445312,964.4144287109375
2019-12-12,962.0234802246093,4.1886579746478185,949.5280151367188,969.616455078125,959.9522094726562,964.5244750976562
2019-12-13,962.1358081054688,4.192839937669869,949.6296997070312,969.7319946289062,960.0653533935547,964.6352081298828
2019-12-14,962.2487170410157,4.197035710123454,949.73193359375,969.8480224609375,960.1791534423828,964.7464599609375
2019-12-15,962.3621911621094,4.201247568800309,949.8347778320312,969.964599609375,960.29345703125,964.8617248535156
2019-12-16,962.476240234375,4.205472945694148,949.938232421875,970.0817260742188,960.4083709716797,964.9776458740234
2019-12-17,962.5908715820312,4.209723520187112,950.042236328125,970.1992797851562,960.5238952636719,965.0941772460938
2019-12-18,962.7060778808594,4.213984983814973,950.1467895507812,970.3173828125,960.6400146484375,965.212646484375
2019-12-19,962.8218798828125,4.218269141600716,950.2520141601562,970.43603515625,960.7566986083984,965.3318176269531
2019-12-20,962.9382507324219,4.22257959288108,950.3577880859375,970.55517578125,960.8740081787109,965.4516448974609
2019-12-21,963.0552075195312,4.226915464075931,950.4640502929688,970.6749267578125,960.9919128417969,965.5720825195312
2019-12-22,963.172744140625,4.231251375222117,950.571044921875,970.7951049804688,961.1103820800781,965.6931457519531
2019-12-23,963.29087890625,4.235618897229309,950.6785278320312,970.9158935546875,961.2294464111328,965.8147277832031
2019-12-24,963.4095812988281,4.239999496152356,950.7868041992188,971.037109375,961.3491058349609,965.93701171875
2019-12-25,963.5288732910157,4.244405513855588,950.8954467773438,971.158935546875,961.4694213867188,966.0582427978516
2019-12-26,963.6487683105469,4.248824045677817,951.0047607421875,971.2862548828125,961.5902404785156,966.1797332763672
2019-12-27,963.7692407226563,4.253265951609961,951.11474609375,971.4241333007812,961.7117767333984,966.3018188476562
2019-12-28,963.8902966308593,4.2577192644834545,951.2252197265625,971.5626831054688,961.8338928222656,966.4245147705078
2019-12-29,964.0119360351563,4.262213960990879,951.3363037109375,971.7019653320312,961.9565734863281,966.5478363037109
2019-12-30,964.1341809082031,4.266716368196819,951.4479370117188,971.8418579101562,962.0798034667969,966.6716918945312
2019-12-31,964.2569958496093,4.271234602436089,951.5602416992188,971.9824829101562,962.2037506103516,966.7962646484375
2020-01-01,964.3804138183593,4.275752941236021,951.6732177734375,972.1236572265625,962.3282318115234,966.9279327392578
2020-01-02,964.5044201660156,4.280318791886925,951.78662109375,972.265625,962.4533233642578,967.0578765869141
2020-01-03,964.6290026855469,4.284896536405244,951.9008178710938,972.4082641601562,962.5790100097656,967.1826324462891
2020-01-04,964.7541809082031,4.289484774471708,952.015380859375,972.5515747070312,962.7052917480469,967.3080444335938
2020-01-05,964.8799377441406,4.294097242055876,952.1307373046875,972.695556640625,962.8321990966797,967.4340057373047
2020-01-06,965.0062927246094,4.298733492312989,952.24658203125,972.8402099609375,962.9597320556641,967.5606384277344
2020-01-07,965.1332336425781,4.303380928427152,952.3630981445312,972.985595703125,963.0842132568359,967.6878662109375
2020-01-08,965.2607434082031,4.308034463293718,952.4801635742188,973.131591796875,963.2088928222656,967.8156127929688
2020-01-09,965.3888537597657,4.312713375426868,952.5978393554688,973.2782592773438,963.3341369628906,967.9441070556641
2020-01-10,965.5175378417969,4.317422754854267,952.7161254882812,973.4255981445312,963.4600067138672,968.0739440917969
2020-01-11,965.6468103027344,4.322152122759297,952.8349609375,973.5736083984375,963.5863800048828,968.2057495117188
2020-01-12,965.7766564941406,4.326868930223874,952.9544067382812,973.7222290039062,963.7134246826172,968.3380889892578
2020-01-13,965.90708984375,4.331630185815449,953.074462890625,973.8716430664062,963.8410186767578,968.4711151123047
2020-01-14,966.0380944824219,4.3364071018172785,953.195068359375,974.0216064453125,963.9691925048828,968.6047515869141
2020-01-15,966.1696728515625,4.341190882140836,953.3163452148438,974.1723022460938,964.0978393554688,968.7389068603516
2020-01-16,966.3018408203125,4.345990464893674,953.438232421875,974.3236083984375,964.2272644042969,968.8737945556641
2020-01-17,966.4345739746094,4.350822181037778,953.560546875,974.4755249023438,964.3571472167969,969.0091247558594
2020-01-18,966.5678771972656,4.355658598134015,953.68359375,974.6282958984375,964.4877014160156,969.1470642089844
2020-01-19,966.7017529296875,4.360519533439317,953.80712890625,974.7815551757812,964.6187133789062,969.2864990234375
2020-01-20,966.8361840820312,4.3653870599281115,953.9312744140625,974.9354858398438,964.7503509521484,969.4265441894531
2020-01-21,966.9711999511719,4.370273326050051,954.0560913085938,975.0900268554688,964.882568359375,969.5671691894531
2020-01-22,967.1067663574219,4.375179024619003,954.181396484375,975.2453002929688,965.0153503417969,969.7083587646484
2020-01-23,967.242900390625,4.380110436564383,954.3073120117188,975.4011840820312,965.1487274169922,969.8501434326172
2020-01-24,967.3795837402344,4.385045037223457,954.4337768554688,975.5576782226562,965.2826080322266,969.9925079345703
2020-01-25,967.5168371582031,4.390002719150369,954.5608520507812,975.71484375,965.4170684814453,970.135498046875
2020-01-26,967.6546423339844,4.39497388102031,954.6884765625,975.8726196289062,965.5511322021484,970.2790374755859
2020-01-27,967.7930004882812,4.399958547039876,954.8165893554688,976.0310668945312,965.6833038330078,970.4230804443359
2020-01-28,967.9318920898437,4.404960551950156,954.9453735351562,976.1901245117188,965.8159942626953,970.5677490234375
2020-01-29,968.0713391113281,4.409986806597491,955.07470703125,976.3497924804688,965.9492950439453,970.7129058837891
2020-01-30,968.2113354492187,4.4150185148642995,955.20458984375,976.5100708007812,966.0830841064453,970.8586883544922
2020-01-31,968.3518640136718,4.420064462373452,955.3350830078125,976.6709594726562,966.2173919677734,971.0050659179688
2020-02-01,968.4929321289062,4.425138651634827,955.4660034179688,976.83251953125,966.3521881103516,971.1519317626953
2020-02-02,968.6345361328125,4.4302061736468135,955.5975952148438,976.9945678710938,966.4875793457031,971.2993469238281
2020-02-03,968.7766674804687,4.435292740966026,955.7297973632812,977.1572875976562,966.6234893798828,971.4473419189453
2020-02-04,968.9193298339844,4.440403223764637,955.8624267578125,977.3206176757812,966.7599029541016,971.5958709716797
2020-02-05,969.0625170898437,4.445542674066303,955.9954833984375,977.484619140625,966.8968200683594,971.7449645996094
2020-02-06,969.2062255859375,4.450680625470662,956.1293334960938,977.6491088867188,967.0342254638672,971.8945465087891
2020-02-07,969.3504431152344,4.455835203157386,956.2635498046875,977.814208984375,967.1722412109375,972.0446929931641
2020-02-08,969.4951928710938,4.4609963656702405,956.3983764648438,977.9799194335938,967.3107604980469,972.1953582763672
2020-02-09,969.6404284667968,4.466181859778467,956.53369140625,978.1461791992188,967.4496612548828,972.3465728759766
