time_index,mean,std,p05,p25,p50,p75,p95,actual
111,699.6692,1.2185735,697.97064,698.85876,699.6003,700.3841,701.48267,688.131002461621
112,699.6252,1.229549,697.92365,698.79767,699.5543,700.34485,701.4614,688.1676553985862
113,699.5853,1.2400635,697.8811,698.7475,699.50476,700.3064,701.43756,688.2045620452994
114,699.5502,1.2500445,697.8435,698.7025,699.4603,700.2724,701.4153,688.2416144953442
115,699.52,1.2594142,697.81116,698.66345,699.4215,700.24316,701.3971,688.2787048423049
116,699.4952,1.2680702,697.7845,698.62744,699.3886,700.2191,701.3831,688.3157251797653
117,699.4761,1.2759348,697.76385,698.59674,699.36206,700.20087,701.37384,688.3525676013094
118,699.4631,1.2829357,697.7497,698.57336,699.3424,700.1883,701.36945,688.3891242005209
119,699.45654,1.2889854,697.7424,698.5576,699.32983,700.18225,701.3703,688.425287070984
120,699.4568,1.2940189,697.74225,698.5501,699.32495,700.1827,701.37665,688.4609483062823
121,699.4643,1.2979398,697.74976,698.5512,699.3281,700.1902,701.3895,688.496
122,699.4794,1.3006884,697.7652,698.56134,699.3397,700.2051,701.4084,688.5303693112213
123,699.5014,1.3023741,697.788,698.5798,699.359,700.22675,701.4325,688.5641236610331
124,699.5271,1.3035269,697.8147,698.60266,699.38257,700.25214,701.45966,688.5973655360219
125,699.5544,1.3045236,697.84283,698.6272,699.40784,700.27905,701.48804,688.6301974227752
126,699.58295,1.3053726,697.8724,698.6534,699.4345,700.30743,701.5177,688.6627218078795
127,699.6129,1.3060807,697.9032,698.6811,699.4627,700.3371,701.54834,688.6950411779222
128,699.64404,1.3066458,697.9353,698.7103,699.49225,700.3679,701.5801,688.7272580194901
129,699.6764,1.307104,697.9685,698.74084,699.523,700.4,701.61285,688.7594748191705
130,699.7098,1.3074226,698.00287,698.77264,699.55505,700.43317,701.6464,688.7917940635504
131,699.7442,1.3076472,698.0382,698.80554,699.5881,700.4674,701.68097,688.824318239216
132,699.7796,1.307748,698.0745,698.83966,699.6223,700.50244,701.71625,688.8571498327556
133,699.8158,1.3077528,698.11176,698.8748,699.65735,700.5383,701.75226,688.8903913307553
134,699.8528,1.307664,698.1498,698.9108,699.69324,700.5751,701.78894,688.9241452198023
135,699.89056,1.3074894,698.1886,698.94775,699.7301,700.6124,701.8262,688.9585139864838
136,699.92896,1.3072263,698.2281,698.9854,699.7676,700.6504,701.86395,688.9936001173867
137,699.9679,1.3068973,698.2681,699.02374,699.8056,700.6888,701.9022,689.029506099098
138,700.0073,1.3064963,698.30884,699.0627,699.84424,700.7277,701.9408,689.0663344182046
139,700.0472,1.3060238,698.3499,699.10223,699.88336,700.76697,701.9798,689.1041875612938
140,700.0874,1.3054955,698.3915,699.1421,699.92285,700.8065,702.01904,689.1431680149524
141,700.12787,1.304927,698.43335,699.1824,699.9625,700.8462,702.0584,689.1833782657675
142,700.1685,1.3042961,698.4755,699.2235,700.00256,700.886,702.09796,689.224920800326
143,700.2093,1.3036387,698.5178,699.26746,700.0426,700.92474,702.13763,689.2678981052152
144,700.2502,1.3029412,698.56024,699.3114,700.0828,700.9614,702.17725,689.3124126670215
145,700.29095,1.3022008,698.6028,699.3553,700.1229,700.99817,702.2168,689.3585669723326
146,700.33154,1.301451,698.6453,699.3989,700.16296,701.03485,702.25616,689.4064635077353
147,700.37213,1.3006757,698.68774,699.4423,700.20276,701.0716,702.2954,689.4562047598164
148,700.41235,1.2998769,698.7301,699.48535,700.24225,701.10815,702.3344,689.5078932151631
149,700.4523,1.2990812,698.77216,699.5279,700.2814,701.14465,702.373,689.5616313603624
150,700.4917,1.2982754,698.81396,699.56976,700.3201,701.1809,702.41125,689.6175216820013
151,700.5307,1.2974875,698.85535,699.611,700.3583,701.2169,702.44904,689.6756666666666
152,700.56915,1.2966847,698.8964,699.6515,700.39594,701.2527,702.4862,689.7360915860976
153,700.6072,1.295919,698.93713,699.6913,700.433,701.2882,702.52313,689.7985128526411
154,700.64545,1.2951636,698.97815,699.7312,700.4703,701.32404,702.5603,689.8625696637959
155,700.6843,1.2944294,699.0198,699.7718,700.5082,701.36053,702.5981,689.9279012170604
156,700.7237,1.2937096,699.062,699.8128,700.5464,701.3975,702.63635,689.9941467099337
157,700.76337,1.2929991,699.1046,699.8542,700.5851,701.4349,702.67505,690.0609453399143
158,700.80334,1.2923015,699.1475,699.8958,700.624,701.4725,702.7141,690.1279363045015
159,700.8435,1.2916026,699.19055,699.93756,700.6631,701.51025,702.75323,690.1947588011936
160,700.8837,1.2909219,699.23364,699.9794,700.7022,701.5481,702.7925,690.26105202749
161,700.9238,1.2902257,699.2767,700.0205,700.7412,701.5858,702.8316,690.3264551808887
162,700.96375,1.289533,699.3195,700.0614,700.7801,701.62335,702.8705,690.3906074588891
163,701.00336,1.2888457,699.36194,700.1019,700.81866,701.66064,702.909,690.4531480589898
164,701.0425,1.2881324,699.404,700.1421,700.8568,701.69763,702.9486,690.5137161786894
165,701.0812,1.2874041,699.44543,700.18176,700.8945,701.73505,702.9878,690.5719510154867
166,701.11914,1.2866795,699.4862,700.2208,700.9315,701.7717,703.02625,690.6274917668808
167,701.15643,1.2859219,699.5262,700.25916,700.96783,701.80774,703.06384,690.6799776303701
168,701.19275,1.2851287,699.5652,700.29663,701.0033,701.8428,703.1002,690.7290478034539
169,701.228,1.2843156,699.60315,700.3332,701.03784,701.87683,703.1356,690.7743414836306
170,701.2623,1.2834846,699.63995,700.36865,701.0713,701.9097,703.1697,690.8154978683987
171,701.2953,1.2826041,699.67535,700.403,701.10364,701.9414,703.2023,690.8521561552577
172,701.32697,1.2816916,699.7095,700.43616,701.13464,701.97174,703.23334,690.883955541706
173,701.3572,1.2807283,699.74194,700.4679,701.1643,702.0006,703.2627,690.910535225242
174,701.3858,1.2797226,699.77277,700.4981,701.1925,702.0281,703.2902,690.9315344033653
175,701.4127,1.2786707,699.8018,700.52686,701.21906,702.054,703.31573,690.9465922735742
176,701.4378,1.277565,699.82886,700.55383,701.2439,702.0781,703.3392,690.9553480333675
177,701.461,1.2764026,699.85394,700.579,701.2669,702.1002,703.3604,690.9574408802441
178,701.4822,1.2751871,699.87683,700.6023,701.288,702.1201,703.3792,690.9525100117028
179,701.5012,1.2739074,699.89746,700.62354,701.30707,702.1378,703.3955,690.9401946252422
180,701.51794,1.27257,699.91565,700.64264,701.324,702.1531,703.4092,690.9201339183612
181,701.53235,1.2711743,699.9313,700.6596,701.3386,702.1659,703.4201,690.8919670885588
182,701.5442,1.2697022,699.9443,700.67413,701.3517,702.1759,703.42816,690.8553333333333
183,701.55347,1.2681869,699.95447,700.6863,701.3625,702.18335,703.43304,690.8101566156008
184,701.56,1.2665981,699.9618,700.6959,701.3707,702.18787,703.43494,690.7574999599444
185,701.5639,1.2649629,699.9664,700.70306,701.37646,702.18964,703.4337,690.6987111563644
186,701.5656,1.263292,699.9685,700.7081,701.38,702.18964,703.4299,690.6351379948612
187,701.56555,1.2615875,699.9688,700.7116,701.3819,702.18787,703.42395,690.5681282654348
188,701.5641,1.2598866,699.9676,700.7137,701.38245,702.1847,703.41644,690.4990297580853
189,701.56165,1.258183,699.96533,700.7149,701.3821,702.18054,703.4078,690.4291902628129
190,701.55865,1.2565002,699.9626,700.7157,701.3812,702.1759,703.3985,690.3599575696181
191,701.55554,1.2548418,699.95966,700.7164,701.38025,702.1711,703.39105,690.2926794685009
192,701.5528,1.2532233,699.9571,700.71643,701.3795,702.16656,703.38434,690.2287037494616
193,701.55084,1.251642,699.9525,700.71686,701.37964,702.1629,703.3795,690.1693782025004
194,701.55005,1.2501014,699.94653,700.7184,701.38086,702.1604,703.379,690.1160506176174
195,701.55084,1.2486365,699.9424,700.72144,701.38367,702.15955,703.38007,690.0700687848131
196,701.5538,1.2472215,699.94086,700.7263,701.3883,702.1607,703.38306,690.0327804940874
197,701.5591,1.24587,699.9424,700.7335,701.3954,702.16437,703.3883,690.0055335354406
198,701.56726,1.2445852,699.9474,700.7435,701.4053,702.17096,703.39624,689.989675698873
199,701.57886,1.2433715,699.9565,700.7559,701.4182,702.1809,703.40735,689.9865547743848
200,701.5941,1.2422168,699.9702,700.77185,701.43494,702.1946,703.4218,689.9975185519761
201,701.6136,1.2411397,699.9891,700.7918,701.45557,702.2126,703.44025,690.0239148216473
202,701.63763,1.2401377,700.0135,700.8162,701.4806,702.2352,703.46295,690.0670913733982
203,701.6668,1.2392118,700.0442,700.8455,701.5106,702.2629,703.4903,690.1283959972296
204,701.7014,1.238363,700.0816,700.88007,701.5457,702.2961,703.5227,690.2091764831412
205,701.7419,1.2376268,700.12616,700.9202,701.58655,702.33527,703.56067,690.3107806211335
206,701.7887,1.2369809,700.1786,700.9665,701.6334,702.3808,703.60443,690.4345562012066
207,701.8423,1.2364626,700.23926,701.0193,701.68677,702.4332,703.6545,690.5818510133607
208,701.9031,1.2360704,700.3088,701.079,701.7471,702.4929,703.7112,690.7540128475963
209,701.97144,1.2358602,700.3877,701.14594,701.8146,702.5614,703.7755,690.9523894939133
210,702.0479,1.2358271,700.4765,701.22015,701.8899,702.63947,703.8517,691.1783287423118
211,702.1328,1.2360266,700.5757,701.302,701.9734,702.72644,703.9439,691.4331783827923
212,702.22675,1.2364905,700.68115,701.3921,702.0654,702.8229,704.04724,691.7182862053551
213,702.33,1.237286,700.7914,701.49097,702.1664,702.92914,704.1615,692.035
214,702.4431,1.2384614,700.9122,701.59625,702.27686,703.0458,704.2872,692.384182284088
215,702.57056,1.2394246,701.0481,701.71454,702.4021,703.17236,704.42773,692.7647544844214
216,702.7255,1.2382128,701.2134,701.86127,702.557,703.3253,704.5925,693.1751527551634
217,702.91595,1.2335638,701.41644,702.0448,702.7503,703.5061,704.7866,693.6138132504772
218,703.1398,1.2257154,701.65515,702.2518,702.98,703.7178,705.0086,694.0791721245255
219,703.395,1.2149482,701.9157,702.50757,703.2107,703.97363,705.26483,694.5696655314713
220,703.67993,1.2015512,702.2029,702.7926,703.47217,704.255,705.5488,695.0837296254778
221,703.9924,1.1858332,702.5189,703.12054,703.7922,704.54785,705.85626,695.619800560708
222,704.33057,1.1681232,702.8615,703.47504,704.1396,704.86237,706.1855,696.1763144913249
223,704.6925,1.1487784,703.22455,703.8545,704.51245,705.1979,706.53485,696.7517075714916
224,705.07635,1.1281557,703.63513,704.2619,704.9087,705.55524,706.90295,697.3444159553709
225,705.4801,1.1066358,704.0876,704.6913,705.3076,705.9303,707.288,697.952875797126
226,705.90173,1.084617,704.5331,705.14764,705.6898,706.3213,707.6885,698.5755232509198
227,706.33936,1.0624844,704.97864,705.6422,706.08563,706.73724,708.10266,699.2107944709154
228,706.79095,1.0406464,705.46136,706.0768,706.5362,707.2074,708.53,699.8571256112758
229,707.25464,1.0194958,705.9547,706.5633,707.0299,707.6998,708.96893,700.5129528261641
230,707.7282,0.9994273,706.4557,707.0534,707.5343,708.21783,709.41675,701.1767122697433
231,708.20984,0.9808097,706.9257,707.549,708.0542,708.7446,709.8717,701.8468400961763
232,708.6973,0.9639985,707.39355,708.0508,708.542,709.2777,710.3322,702.5217724596262
233,709.1887,0.9492885,707.86346,708.52203,709.03406,709.7942,710.7965,703.199945514256
234,709.682,0.936946,708.3347,709.02826,709.5282,710.29584,711.3081,703.8797954142286
235,710.1749,0.9271593,708.80536,709.5494,710.03906,710.81024,711.8345,704.5597583137073
236,710.66547,0.9200574,709.25665,710.09644,710.56287,711.26843,712.3629,705.2382703668549
237,711.1514,0.9156959,709.68726,710.60205,711.07355,711.729,712.85864,705.9137677278347
238,711.6307,0.9140452,710.1113,711.09283,711.5679,712.20056,713.3221,706.5846865508092
239,712.1012,0.9150216,710.53577,711.57446,712.0541,712.6903,713.7167,707.2494629899419
240,712.5606,0.91844714,710.9675,712.0447,712.5394,713.1797,714.1078,707.9065331993955
241,713.0068,0.9240982,711.3858,712.4989,712.94824,713.6736,714.49744,708.5543333333333
242,713.43756,0.931715,711.7883,712.9306,713.36615,714.14575,714.8774,709.191620711019
243,713.85333,0.9409803,712.1756,713.3468,713.7955,714.5693,715.2699,709.818437312121
244,714.2609,0.9514536,712.55493,713.75195,714.2339,714.9535,715.671,710.4351462814078
245,714.6657,0.962881,712.9321,714.161,714.6696,715.3346,716.09186,711.042110763649
246,715.0678,0.97524095,713.30725,714.56323,715.07434,715.7295,716.511,711.639693903613
247,715.4673,0.98850554,713.6803,714.95807,715.47546,716.1644,716.9271,712.228258846069
248,715.86414,1.0026288,714.0514,715.35675,715.87384,716.5488,717.3403,712.808168735786
249,716.25867,1.0175611,714.42065,715.73755,716.2522,716.8953,717.7508,713.3797867175332
250,716.6507,1.0332954,714.78796,716.12396,716.62354,717.2999,718.15857,713.9434759360793
251,717.0405,1.04977,715.1423,716.5152,716.9928,717.719,718.56366,714.4995995361933
252,717.4281,1.0669749,715.489,716.9143,717.34595,718.1352,718.96625,715.0485206626443
253,717.8136,1.0848712,715.83356,717.2865,717.71075,718.53455,719.3698,715.5906024602012
254,718.197,1.1034393,716.1761,717.6564,718.11523,718.92035,719.7723,716.1262080736332
255,718.5786,1.1226436,716.5166,718.02466,718.51807,719.30444,720.1494,716.655700647709
256,718.95825,1.1424625,716.8552,718.39734,718.887,719.69196,720.5174,717.1794433271975
257,719.3362,1.1628776,717.192,718.7683,719.2927,720.11163,720.88306,717.697799256868
258,719.7124,1.1838553,717.5271,719.13293,719.68274,720.5303,721.2499,718.2111315814896
259,720.08704,1.2053864,717.86053,719.4944,720.0678,720.93823,721.63806,718.719803445831
260,720.4602,1.2274467,718.1924,719.8419,720.4516,721.29895,722.03033,719.2241779946613
261,720.832,1.2500222,718.5228,720.163,720.8342,721.6579,722.4501,719.7246183727494
262,721.2024,1.2730994,718.85144,720.45074,721.1957,722.0248,722.87274,720.2214877248641
263,721.5717,1.296645,719.1865,720.78796,721.5723,722.41144,723.294,720.715149195775
264,721.9398,1.3206729,719.53064,721.131,721.9496,722.80176,723.714,721.2059659302506
265,722.30695,1.3451455,719.87317,721.4728,722.32184,723.20215,724.13275,721.6943010730599
266,722.6731,1.3700553,720.21436,721.80914,722.69293,723.60175,724.5504,722.1805177689719
267,723.03845,1.3954068,720.5546,722.1402,723.0663,724.0006,724.9672,722.6649791627558
268,723.4031,1.4211739,720.89404,722.47046,723.44495,724.399,725.3831,723.1480483991804
269,723.767,1.4473544,721.2327,722.8289,723.8231,724.7918,725.7983,723.6300886230149
270,724.1304,1.4739357,721.5707,723.1889,724.19714,725.17456,726.21277,724.1114629790281
271,724.49335,1.5009054,721.9079,723.549,724.56555,725.55664,726.62683,724.5925346119891
272,724.85596,1.5282658,722.2445,723.90936,724.93,725.9383,727.0405,725.0736666666664
273,725.2184,1.5560127,722.5806,724.246,725.2899,726.3195,727.45386,725.5552317721832
274,725.58154,1.5841439,722.91736,724.57336,725.647,726.7046,727.8682,726.0376404950747
275,725.94916,1.6126242,723.2584,724.9045,726.0094,727.1039,728.28656,726.5213128862301
276,726.32306,1.6414499,723.6062,725.2644,726.3939,727.5099,728.71106,727.0066689965383
277,726.7033,1.6705774,723.9605,725.6356,726.78467,727.8779,729.14154,727.494128876889
278,727.0898,1.6999867,724.3213,726.0013,727.18164,728.24646,729.5779,727.9841125781708
279,727.48224,1.7296326,724.6884,726.372,727.5847,728.6371,730.01984,728.4770401512731
280,727.8807,1.7594799,725.06165,726.7497,727.9936,729.0353,730.4673,728.9733316470846
281,728.285,1.7894949,725.428,727.1324,728.40845,729.4381,730.92017,729.4734071164947
282,728.69495,1.8196352,725.7685,727.51544,728.81024,729.8534,731.3782,729.9776866103928
283,729.1104,1.8498343,726.11316,727.90466,729.20605,730.27783,731.8413,730.4865901796675
284,729.5313,1.8800752,726.4639,728.29974,729.6072,730.69635,732.3094,731.0005378752082
285,729.9575,1.9102936,726.82043,728.7006,730.02545,731.1319,732.78217,731.5199497479039
286,730.38885,1.9404075,727.1829,729.10693,730.46564,731.5772,733.25946,732.0452458486436
287,730.82526,1.9703795,727.5513,729.5186,730.9106,732.0447,733.7413,732.576846228317
288,731.26654,2.0001483,727.92017,729.9354,731.3602,732.52277,734.22736,733.1151709378122
289,731.7126,2.029666,728.2819,730.3571,731.8142,733.0054,734.7176,733.6606400280191
290,732.16327,2.0588384,728.6502,730.7836,732.27246,733.4921,735.21173,734.2136735498268
291,732.6185,2.0876095,729.0251,731.2147,732.7346,733.9755,735.7097,734.7746915541242
292,733.07806,2.115923,729.4066,731.65015,733.1966,734.4551,736.2114,735.3441140918002
293,733.5418,2.1437147,729.7948,732.0897,733.6565,734.9387,736.7166,735.922361213744
294,734.0097,2.1708937,730.19,732.5332,734.12085,735.42615,737.2251,736.5098529708451
295,734.48157,2.19741,730.592,732.98065,734.58954,735.91736,737.73676,737.1070094139923
296,734.9572,2.223212,731.001,733.4315,735.0625,736.4121,738.2515,737.7142505940745
297,735.43646,2.2482312,731.41693,733.8858,735.53955,736.9104,738.76917,738.3319965619814
298,735.9194,2.2723997,731.84015,734.34326,736.0205,737.412,739.2899,738.9606673686017
299,736.40564,2.29567,732.27045,734.80365,736.50525,737.9166,739.81616,739.6006830648246
300,736.89514,2.3179743,732.7081,735.26685,736.9937,738.4243,740.3434,740.2524637015391
301,737.38776,2.3392842,733.15314,735.73267,737.4857,738.93274,740.8716,740.9164293296346
302,737.88336,2.3595486,733.6055,736.2008,737.9811,739.4318,741.4002,741.5929999999998
303,738.3818,2.378744,734.0654,736.6716,738.4796,739.9371,741.92926,742.2824663925933
304,738.8836,2.3968766,734.53345,737.1668,738.9822,740.45074,742.4604,742.9846017036507
305,739.3912,2.414122,735.0112,737.6681,739.49097,740.97,742.9994,743.699049758476
306,739.90607,2.430633,735.4997,738.17706,740.00793,741.4966,743.54486,744.4254543823741
